ETER ID,Institution Name,Reference year,Country Code,Legal status,Institution Category standardized,Total staff (FTE),Total academic staff (FTE),Total students enrolled ISCED 5-7,R1,R2,Flag R1,Flag R2,Total academic staff (HC),Total staff (HC),R1a,R2a,Flag R1a,Flag R2a
IE0017,"Institute of Technology, Tallaght",2016,IE,public,other,372.78,241.51,4893.0,20.260030640553182,0.6478620097644724,0,0,387.0,,12.643410852713178,,0,0
IE0018,"Institute of Technology, Tralee",2016,IE,public,other,358.83,211.67,2728.0,12.887986015968256,0.5898893626508375,0,0,509.0,,5.359528487229864,,0,0
IE0019,Letterkenny Institute of Technology,2016,IE,public,other,355.66,199.63,3733.0,18.69959424936132,0.5612944947421694,0,0,212.0,,17.608490566037734,,0,0
IE0020,Limerick Institute of Technology,2016,IE,public,other,606.79,395.96,5730.0,14.471158702899285,0.6525486576904695,0,0,1735.0,,3.3025936599423638,,0,0
IE0021,Waterford Institute of Technology,2016,IE,public,other,896.84,590.95,7345.0,12.429139521110075,0.6589246688372509,0,0,400.0,,18.3625,,0,0
IE0022,"Mary Immaculate College of Education, Limerick",2016,IE,public,uni,294.2,145.17,3641.0,25.080939588069164,0.4934398368456832,0,0,851.0,,4.278495887191538,,0,0
IE0024,"National College of Art & Design, Dublin",2016,IE,public,uni,134.41,68.58,1138.0,16.593759113444154,0.5102298936091064,0,0,164.0,,6.939024390243902,,0,0
IE0025,RCSI Univeristy of Medicine and Health Sciences,2016,IE,public,uni,,,3251.0,,,0,0,983.0,,3.3072227873855544,,0,0
IE0026,"St. Angela's College, Sligo",2016,IE,public,uni,107.21,53.37,1047.0,19.617762788083194,0.4978080402947486,0,0,2031.0,,0.5155096011816839,,0,0
IS0001,Landbúnaðarháskóli íslands,2016,IS,public,uas,,,,,,0,0,0.0,,,,0,0
IS0002,Háskólinn á Bifröst,2016,IS,private government dependent,uas,,,,,,0,0,401.0,,,,0,0
IS0003,Háskólinn á Hólum,2016,IS,public,uas,,,,,,0,0,2011.0,,,,0,0
IS0004,Listaháskóli Íslands,2016,IS,private government dependent,uas,,,,,,0,0,850.0,,,,0,0
IS0005,Háskólinn í Reykjavík,2016,IS,private government dependent,uas,,,,,,0,0,811.0,,,,0,0
IS0006,Háskólinn á Akureyri,2016,IS,public,uas,,,,,,0,0,43.0,,,,0,0
IS0007,Háskóli Íslands,2016,IS,public,uas,,,,,,0,0,467.0,,,,0,0
IT0001,Università Politecnica delle MARCHE,2016,IT,public,uas,,,16038.0,,,0,0,1233.0,,13.007299270072991,,0,0
IT0002,Università della VALLE D'AOSTA,2016,IT,public,uas,,,1057.0,,,0,0,338.0,,3.1272189349112427,,0,0
IT0003,Università della CALABRIA,2016,IT,public,uas,,,26154.0,,,0,0,2368.0,,11.044763513513512,,0,0
IT0004,Politecnico di BARI,2016,IT,public,uas,,,9657.0,,,0,0,3756.0,,2.5710862619808306,,0,0
IT0005,Università degli Studi di BARI ALDO MORO,2016,IT,public,uas,,,45936.0,,,0,0,594.0,,77.33333333333333,,0,0
IT0006,Università degli Studi del SANNIO di BENEVENTO,2016,IT,public,uas,,,5128.0,,,0,0,2861.0,,1.7923802866130722,,0,0
IT0007,"Università Telematica ""GIUSTINO FORTUNATO""",2016,IT,private,uas,,,4043.0,,,0,0,261.0,,15.490421455938696,,2,0
IT0008,Università degli Studi di BERGAMO,2016,IT,public,uas,,,16958.0,,,0,0,1081.0,,15.687326549491212,,0,0
IT0009,Università degli Studi di BOLOGNA,2016,IT,public,uas,,,81500.0,,,0,0,109.0,,747.7064220183487,,0,0
IT0010,Libera Università di BOLZANO,2016,IT,public,uas,,,3287.0,,,0,0,956.0,,3.4382845188284517,,0,0
IT0011,Università degli Studi di SCIENZE GASTRONOMICHE,2016,IT,private,uas,,,414.0,,,0,0,197.0,,2.1015228426395938,,0,1
IT0012,Università degli Studi di BRESCIA,2016,IT,public,uas,,,14581.0,,,0,0,1109.0,,13.147880973850315,,0,0
IT0013,Università degli Studi di CAGLIARI,2016,IT,public,uas,,,26162.0,,,0,0,2858.0,,9.153953813855843,,0,0
IT0014,Università degli Studi di CAMERINO,2016,IT,public,uas,,,7345.0,,,0,0,284.0,,25.862676056338028,,0,0
IT0015,Università degli Studi del MOLISE,2016,IT,public,uas,,,7013.0,,,0,0,380.0,,18.455263157894734,,0,0
IT0016,"Libera Università Mediterranea ""Jean Monnet"" – LUM",2016,IT,private,uas,,,2806.0,,,0,0,185.0,,15.167567567567568,,0,1
IT0017,Universita degli studi di Cassino e del Lazio Meridionale,2016,IT,public,uas,,,7745.0,,,0,0,264.0,,29.33712121212121,,0,0
IT0018,"Università ""Carlo Cattaneo"" - LIUC",2016,IT,private,uas,,,2230.0,,,0,0,3602.0,,0.6191004997223765,,0,0
IT0019,Università degli Studi di CATANIA,2016,IT,public,uas,,,43607.0,,,0,0,1933.0,,22.559234350750128,,0,0
IT0020,"Università degli Studi ""Magna Graecia"" di CATANZARO",2016,IT,public,uas,,,10710.0,,,0,0,1162.0,,9.216867469879515,,0,0
IT0021,"Università degli Studi ""G. d'Annunzio"" CHIETI-PESCARA",2016,IT,public,uas,,,25590.0,,,0,0,77.0,,332.3376623376623,,0,0
IT0022,UKE - Università Kore di ENNA,2016,IT,private government dependent,uas,,,5700.0,,,0,0,1558.0,,3.6585365853658534,,0,0
IT0023,Università degli Studi di FERRARA,2016,IT,public,uas,,,16398.0,,,0,0,1292.0,,12.691950464396285,,0,0
IT0025,Università degli Studi di FIRENZE,2016,IT,public,uas,,,52310.0,,,0,0,70.0,,747.2857142857142,,0,0
IT0026,"Università Telematica ""ITALIAN UNIVERSITY LINE"" - IUL",2016,IT,private government dependent,uas,,,248.0,,,0,0,136.0,,1.8235294117647056,,0,0
IT0027,Università degli Studi di FOGGIA,2016,IT,public,uas,,,9751.0,,,0,0,217.0,,44.935483870967744,,0,0
IT0028,Università degli Studi di GENOVA,2016,IT,public,uas,,,32994.0,,,0,0,2573.0,,12.823163622230856,,0,0
IT0029,Università degli Studi de L'AQUILA,2016,IT,public,uas,,,17584.0,,,0,0,438.0,,40.146118721461185,,0,0
IT0030,Università del SALENTO,2016,IT,public,uas,,,16863.0,,,0,0,341.0,,49.451612903225815,,0,0
IT0031,"Scuola IMT - Istituzioni, Mercati, Tecnologie - Alti Studi - LUCCA",2016,IT,public,uas,,,,,,0,0,50.0,,,,0,0
IT0032,Università degli Studi di MACERATA,2016,IT,public,uas,,,10376.0,,,0,0,1170.0,,8.868376068376067,,0,0
IT0033,Università degli Studi di MESSINA,2016,IT,public,uas,,,23817.0,,,0,0,206.0,,115.61650485436891,,0,0
IT0034,Libera Università di lingue e comunicazione IULM-MI,2016,IT,private,uas,,,5628.0,,,0,0,1426.0,,3.9467040673211784,,0,0
IT0035,Politecnico di MILANO,2016,IT,public,uas,,,44656.0,,,0,0,330.0,,135.3212121212121,,0,0
IT0036,Università Cattolica del Sacro Cuore,2016,IT,private,uas,,,40457.0,,,0,0,177.0,,228.57062146892653,,0,0
IT0037,"Università Commerciale ""Luigi Bocconi"" MILANO",2016,IT,private,uas,,,13680.0,,,0,0,3936.0,,3.475609756097561,,0,0
IT0038,Università degli Studi di MILANO,2016,IT,public,uas,,,62197.0,,,0,0,76.0,,818.3815789473683,,0,0
IT0039,"Libera Università ""Vita Salute S.Raffaele"" MILANO",2016,IT,private,uas,,,2892.0,,,0,0,1757.0,,1.6459874786568014,,0,0
IT0040,Università degli Studi di MILANO-BICOCCA,2016,IT,public,uas,,,34093.0,,,0,0,130.0,,262.25384615384615,,0,0
IT0041,Università Telematica San Raffaele Roma,2016,IT,private,uas,,,3058.0,,,0,0,206.0,,14.844660194174757,,0,1
IT0042,Università degli Studi di MODENA e REGGIO EMILIA,2016,IT,public,uas,,,23603.0,,,0,0,49.0,,481.69387755102036,,0,0
IT0043,Università degli Studi Suor Orsola Benincasa - NAPOLI,2016,IT,private government dependent,uas,,,8578.0,,,0,0,345.0,,24.86376811594203,,2,0
IT0044,Università degli Studi della Campania Luigi Vanvitelli,2016,IT,public,uas,,,26675.0,,,0,0,206.0,,129.4902912621359,,0,1
IT0045,"Università degli Studi di NAPOLI ""Federico II""",2016,IT,public,uas,,,75821.0,,,0,0,9.0,,8424.555555555555,,0,0
IT0046,"Università degli Studi di NAPOLI ""L'Orientale""",2016,IT,public,uas,,,10860.0,,,0,0,1158.0,,9.378238341968911,,2,0
IT0047,"Università degli Studi di NAPOLI ""Parthenope""",2016,IT,public,uas,,,12959.0,,,0,0,713.0,,18.17531556802244,,0,0
IT0048,Università Telematica PEGASO,2016,IT,private,uas,,,21954.0,,,0,0,1420.0,,15.46056338028169,,2,0
IT0049,"Università Telematica ""E-CAMPUS""",2016,IT,private,uas,,,9442.0,,,0,0,62.0,,152.29032258064515,,0,1
IT0050,Università degli Studi di PADOVA,2016,IT,public,uas,,,60241.0,,,0,0,381.0,,158.11286089238843,,0,0
IT0051,Università degli Studi di PALERMO,2016,IT,public,uas,,,41057.0,,,0,0,967.0,,42.458117890382624,,0,0
IT0052,Università degli Studi di PARMA,2016,IT,public,uas,,,25109.0,,,0,0,2604.0,,9.64247311827957,,0,0
IT0054,Università degli Studi di PAVIA,2016,IT,public,uas,,,22937.0,,,0,0,849.0,,27.01648998822144,,0,0
IT0055,Università degli Studi di PERUGIA,2016,IT,public,uas,,,23673.0,,,0,0,111.0,,213.27027027027023,,0,0
IT0056,Università per Stranieri di PERUGIA,2016,IT,public,uas,,,925.0,,,0,0,920.0,,1.0054347826086956,,0,1
IT0057,Scuola Normale Superiore di PISA,2016,IT,public,uas,,,,,,0,0,937.0,,,,0,1
IT0058,Scuola Superiore di Studi Universitari e Perfezionamento Sant'Anna,2016,IT,public,uas,,,278.0,,,0,0,725.0,,0.383448275862069,,2,0
IT0059,Università di PISA,2016,IT,public,uas,,,46968.0,,,0,0,576.0,,81.54166666666667,,0,0
IT0060,Università degli Studi della BASILICATA,2016,IT,public,uas,,,6582.0,,,0,0,705.0,,9.336170212765957,,0,0
IT0061,"Università degli Studi ""Mediterranea"" di REGGIO CALABRIA",2016,IT,public,uas,,,5978.0,,,0,0,322.0,,18.565217391304348,,0,0
IT0062,"Università per Stranieri ""Dante Alighieri"" di REGGIO CALABRIA",2016,IT,private,uas,,,938.0,,,0,0,526.0,,1.7832699619771863,,0,0
IT0063,Università degli Studi ROMA TRE,2016,IT,public,uas,,,33122.0,,,0,0,1171.0,,28.285226302305727,,0,0
IT0064,Università degli Studi Internazionali di ROMA (UNINT),2016,IT,private,uas,,,1736.0,,,0,0,461.0,,3.765726681127983,,0,0
IT0065,LUISS - Libera Università internazionale degli studi sociali Guido Carli di Roma,2016,IT,private,uas,,,9902.0,,,0,0,80.0,,123.775,,0,0
IT0066,"Libera Univ. degli Studi ""Maria SS. Assunta"" - LUMSA - Roma",2016,IT,private,uas,,,6234.0,,,0,0,209.0,,29.82775119617225,,0,0
IT0067,"Università ""Campus Bio-Medico"" di ROMA",2016,IT,private,uas,,,2159.0,,,0,0,66.0,,32.71212121212121,,0,1
IT0068,"Università degli Studi di ROMA ""La Sapienza""",2016,IT,public,uas,,,105483.0,,,0,0,113.0,,933.4778761061948,,0,0
IT0069,"Università degli Studi di ROMA ""Foro Italico""",2016,IT,public,uas,,,2200.0,,,0,0,49.0,,44.897959183673464,,0,1
IT0070,"Università degli Studi di ROMA ""Tor Vergata""",2016,IT,public,uas,,,31724.0,,,0,0,125.0,,253.792,,0,0
IT0071,Università degli Studi EUROPEA di ROMA,2016,IT,private,uas,,,940.0,,,0,0,38.0,,24.73684210526316,,0,0
IT0072,Università Telematica GUGLIELMO MARCONI,2016,IT,private government dependent,uas,,,8790.0,,,0,0,78.0,,112.69230769230771,,2,0
IT0073,Università Telematica UNITELMA SAPIENZA,2016,IT,private government dependent,uas,,,4817.0,,,0,0,68.0,,70.83823529411767,,2,0
IT0074,UNICUSANO Università degli Studi Niccolò Cusano -Telematica Roma,2016,IT,private,uas,,,20647.0,,,0,0,59.0,,349.9491525423729,,2,0
IT0075,Università Telematica Internazionale UNINETTUNO,2016,IT,private,uas,,,10916.0,,,0,0,86.0,,126.93023255813955,,2,0
IT0076,"Università Telematica ""Universitas MERCATORUM""",2016,IT,private government dependent,uas,,,331.0,,,0,0,373.0,,0.8873994638069705,,0,0
IT0077,Università degli Studi di SALERNO,2016,IT,public,uas,,,35629.0,,,0,0,247.0,,144.24696356275302,,0,0
IT0078,Università degli Studi di SASSARI,2016,IT,public,uas,,,13522.0,,,0,0,122.0,,110.8360655737705,,0,0
IT0079,Università degli Studi di SIENA,2016,IT,public,uas,,,16528.0,,,0,0,45.0,,367.28888888888883,,0,0
IT0080,Università per Stranieri di SIENA,2016,IT,public,uas,,,1965.0,,,0,0,190.0,,10.342105263157897,,0,1
IT0081,Università degli Studi di TERAMO,2016,IT,public,uas,,,6336.0,,,0,0,51.0,,124.23529411764706,,0,0
IT0082,Politecnico di TORINO,2016,IT,public,uas,,,31032.0,,,0,0,83.0,,373.8795180722892,,0,0
IT0083,Università degli Studi di TORINO,2016,IT,public,uas,,,70750.0,,,0,0,94.0,,752.6595744680852,,0,0
IT0084,"Università Telematica ""LEONARDO da VINCI""",2016,IT,private government dependent,uas,,,677.0,,,0,0,100.0,,6.77,,0,0
IT0085,Università degli Studi di TRENTO,2016,IT,public,uas,,,16271.0,,,0,0,31.0,,524.8709677419355,,0,0
IT0086,Scuola Internazionale Superiore di Studi Avanzati di TRIESTE,2016,IT,public,uas,,,,,,0,0,169.0,,,,0,0
IT0087,Università degli Studi di TRIESTE,2016,IT,public,uas,,,15450.0,,,0,0,168.0,,91.96428571428572,,0,0
IT0088,Università degli Studi di UDINE,2016,IT,public,uas,,,15668.0,,,0,0,100.0,,156.68,,0,0
IT0089,"Università degli Studi di URBINO ""Carlo BO""",2016,IT,public,uas,,,14010.0,,,0,0,53.0,,264.33962264150944,,0,0
IT0090,Università degli Studi INSUBRIA Varese-Como,2016,IT,public,uas,,,9838.0,,,0,0,59.0,,166.74576271186442,,0,0
IT0091,"Università ""Cà Foscari"" VENEZIA",2016,IT,public,uas,,,20444.0,,,0,0,67.0,,305.1343283582089,,0,0
IT0092,Università IUAV di VENEZIA,2016,IT,public,uas,,,4289.0,,,0,0,314.0,,13.659235668789806,,0,0
IT0093,"Università degli Studi del PIEMONTE ORIENTALE ""Amedeo Avogadro""-Vercelli",2016,IT,public,uas,,,12130.0,,,0,0,64.0,,189.53125,,0,0
IT0094,Università degli Studi di VERONA,2016,IT,public,uas,,,24900.0,,,0,0,44.0,,565.9090909090909,,0,0
IT0095,Università degli Studi della TUSCIA,2016,IT,public,uas,,,7865.0,,,0,0,,,,,0,0
IT0096,Accademia delle Belle Arti di Bari,2016,IT,public,uni,,,641.0,,,0,0,123.0,,5.211382113821138,,0,0
IT0097,Accademia delle Belle Arti di Bologna,2016,IT,public,uni,,,1827.0,,,0,0,,,,,0,0
IT0098,Accademia delle Belle Arti di Carrara,2016,IT,public,uni,,,875.0,,,0,0,4.0,,218.75,,0,0
IT0099,Accademia delle Belle Arti di Catania,2016,IT,public,uni,,,1673.0,,,0,0,,,,,0,0
IT0100,Accademia delle Belle Arti di Catanzaro,2016,IT,public,uni,,,202.0,,,0,0,,,,,1,0
IT0101,Accademia delle Belle Arti di Firenze,2016,IT,public,uni,,,1190.0,,,0,0,55.0,,21.63636363636364,,0,0
IT0102,Accademia delle Belle Arti di Foggia,2016,IT,public,uni,,,667.0,,,0,0,,,,,0,0
IT0103,Accademia delle Belle Arti di Frosinone,2016,IT,public,uni,,,497.0,,,0,0,81.0,,6.135802469135803,,0,0
IT0104,Accademia delle Belle Arti dell'Aquila,2016,IT,public,uni,,,379.0,,,0,0,31.0,,12.225806451612904,,0,0
IT0105,Accademia delle Belle Arti di Lecce,2016,IT,public,uni,,,572.0,,,0,0,103.0,,5.5533980582524265,,0,0
IT0106,Accademia delle Belle Arti di Macerata,2016,IT,public,uni,,,1126.0,,,0,0,79.0,,14.253164556962025,,0,0
IT0107,"Accademia delle Belle Arti di Milano ""Brera""",2016,IT,public,uni,,,4767.0,,,0,0,30.0,,158.9,,0,0
IT0108,Accademia delle Belle Arti di Napoli,2016,IT,public,uni,,,2937.0,,,0,0,35.0,,83.91428571428571,,0,0
IT0109,Accademia delle Belle Arti di Palermo,2016,IT,public,uni,,,1534.0,,,0,0,89.0,,17.235955056179776,,0,0
IT0110,Accademia delle Belle Arti di Reggio Calabria,2016,IT,public,uni,,,367.0,,,0,0,95.0,,3.863157894736842,,0,0
IT0111,Accademia delle Belle Arti di Roma,2016,IT,public,uni,,,2660.0,,,0,0,89.0,,29.8876404494382,,0,0
IT0112,"Accademia delle Belle Arti ""Mario Sironi"" - Sassari",2016,IT,public,uni,,,472.0,,,0,0,89.0,,5.303370786516854,,0,0
IT0113,"Accademia delle Belle Arti di Torino ""Albertina""",2016,IT,public,uni,,,1637.0,,,0,0,,,,,0,0
IT0114,Accademia delle Belle Arti di Urbino,2016,IT,public,uni,,,565.0,,,0,0,69.0,,8.18840579710145,,0,0
IT0115,Accademia delle Belle Arti di Venezia,2016,IT,public,uni,,,1313.0,,,0,0,47.0,,27.936170212765962,,0,0
IT0117,"Accademia delle Belle Arti legalmente riconosciuta di BERGAMO ""Carrara""",2016,IT,private,uni,,,148.0,,,0,0,46.0,,3.217391304347826,,1,0
IT0118,"Accademia delle Belle Arti legalmente riconosciuta di BRESCIA ""Santagiulia""",2016,IT,private,uni,,,723.0,,,0,0,49.0,,14.755102040816329,,1,1
IT0119,"Accademia delle Belle Arti legalmente riconosciuta di BRESCIA ""LABA"" - libera accademia di belle arti",2016,IT,private,uni,,,1091.0,,,0,0,37.0,,29.486486486486488,,0,0
IT0121,"Accademia delle Belle Arti legalmente riconosciuta di COMO ""Aldo Galli""",2016,IT,private,uni,,,194.0,,,0,0,46.0,,4.217391304347826,,1,0
IT0122,Accademia delle Belle Arti legalmente riconosciuta di CUNEO,2016,IT,private,uni,,,1067.0,,,0,0,33.0,,32.333333333333336,,0,1
IT0123,"Accademia delle Belle Arti legalmente riconosciuta di GENOVA ""Accademia Ligustica""",2016,IT,private,uni,,,426.0,,,0,0,49.0,,8.693877551020408,,0,0
IT0124,"Accademia delle Belle Arti legalmente riconosciuta di MILANO ""NABA"" - nuova accademia di belle arti",2016,IT,private,uni,,,3262.0,,,0,0,41.0,,79.5609756097561,,1,1
IT0125,"Accademia delle Belle Arti legalmente riconosciuta di MILANO ""ACME""",2016,IT,private,uni,,,200.0,,,0,0,48.0,,4.166666666666667,,1,0
IT0126,"Accademia delle Belle Arti legalmente riconosciuta di NOVARA ""ACME""",2016,IT,private,uni,,,140.0,,,0,0,67.0,,2.08955223880597,,1,0
IT0128,"Accademia delle Belle Arti legalmente riconosciuta di PERUGIA ""Pietro Vannucci""",2016,IT,private,uni,,,515.0,,,0,0,51.0,,10.098039215686274,,0,0
IT0130,Accademia delle Belle Arti legalmente riconosciuta di RAVENNA,2016,IT,private,uni,,,132.0,,,0,0,105.0,,1.2571428571428571,,1,0
IT0131,"Accademia delle Belle Arti legalmente riconosciuta di ROMA ""Rome University of Fine Arts""",2016,IT,private,uni,,,738.0,,,0,0,39.0,,18.923076923076927,,0,0
IT0132,"Accademia delle Belle Arti legalmente riconosciuta di S.AGATA LI BATTIATI (CT) ""Abadir"" accademia di belle arti e restauro",2016,IT,private,uni,,,,,,0,0,32.0,,,,0,0
IT0133,"Accademia delle Belle Arti legalmente riconosciuta di S.MARTINO DELLE SCALE (PA) ""Abadir""",2016,IT,private,uni,,,6.0,,,0,0,90.0,,0.06666666666666668,,1,0
IT0134,"Accademia delle Belle Arti legalmente riconosciuta di SANREMO (IM) ""Istituto I. Duncan""",2016,IT,private,uni,,,41.0,,,0,0,40.0,,1.025,,1,0
IT0135,"Accademia delle Belle Arti legalmente riconosciuta di SIRACUSA ""Rosario Gagliardi""",2016,IT,private,uni,,,30.0,,,0,0,65.0,,0.4615384615384616,,1,0
IT0136,"Accademia delle Belle Arti legalmente riconosciuta di STEFANACONI - VIBO VALENTIA ""Fidia""",2016,IT,private,uni,,,185.0,,,0,0,39.0,,4.743589743589744,,1,0
IT0137,"Accademia delle Belle Arti legalmente riconosciuta di TRAPANI ""Kandinskij""",2016,IT,private,uni,,,,,,0,0,45.0,,,,0,0
IT0138,"Accademia delle Belle Arti legalmente riconosciuta di VERONA ""Cignaroli""",2016,IT,private,uni,,,636.0,,,0,0,50.0,,12.72,,0,0
IT0139,"Accademia delle Belle Arti legalmente riconosciuta di VITERBO ""Lorenzo da Viterbo""",2016,IT,private,uni,,,40.0,,,0,0,166.0,,0.24096385542168675,,1,0
IT0140,"Accademia Nazionale di Arte Drammatica di ROMA ""Silvio d'Amico""",2016,IT,public,uni,,,146.0,,,0,0,49.0,,2.9795918367346936,,1,0
IT0141,Accademia nazionale di danza di ROMA,2016,IT,public,uni,,,307.0,,,0,0,122.0,,2.5163934426229506,,1,0
IT0142,"Conservatorio di ADRIA (RO) ""Antonio Buzzolla""",2016,IT,public,uni,,,224.0,,,0,0,42.0,,5.333333333333333,,0,0
IT0143,"Conservatorio di ALESSANDRIA ""Antonio Vivaldi""",2016,IT,public,uni,,,253.0,,,0,0,79.0,,3.2025316455696204,,0,0
IT0144,"Conservatorio di AVELLINO ""Domenico Cimarosa""",2016,IT,public,uni,,,756.0,,,0,0,73.0,,10.356164383561644,,0,0
IT0145,"Conservatorio di BARI ""Niccolò Piccinni""",2016,IT,public,uni,,,832.0,,,0,0,87.0,,9.563218390804597,,0,0
IT0146,"Conservatorio di BENEVENTO ""Nicola Sala""",2016,IT,public,uni,,,734.0,,,0,0,65.0,,11.292307692307695,,0,0
IT0147,"Conservatorio di BOLOGNA ""Giovan B. Martini""",2016,IT,public,uni,,,548.0,,,0,0,70.0,,7.828571428571428,,0,0
IT0148,"Conservatorio di BOLZANO ""Claudio Monteverdi""",2016,IT,public,uni,,,303.0,,,0,0,80.0,,3.7875,,1,1
IT0149,"Conservatorio di BRESCIA ""Luca Marenzio""",2016,IT,public,uni,,,367.0,,,0,0,45.0,,8.155555555555555,,1,0
IT0150,"Conservatorio di CAGLIARI ""Pierluigi da Palestrina""",2016,IT,public,uni,,,341.0,,,0,0,30.0,,11.366666666666667,,0,0
IT0151,"Conservatorio di CAMPOBASSO ""Lorenzo Perosi""",2016,IT,public,uni,,,332.0,,,0,0,31.0,,10.709677419354838,,0,0
IT0152,"Conservatorio di CASTELFRANCO VENETO (TV) ""Agostino Steffani""",2016,IT,public,uni,,,246.0,,,0,0,174.0,,1.4137931034482758,,1,0
IT0153,"Conservatorio di CESENA (FC) ""Bruno Maderna""",2016,IT,public,uni,,,188.0,,,0,0,60.0,,3.1333333333333333,,1,0
IT0154,"Conservatorio di COMO ""Giuseppe Verdi""",2016,IT,public,uni,,,288.0,,,0,0,150.0,,1.92,,0,0
IT0155,"Conservatorio di COSENZA ""Stanislao Giacomantonio""",2016,IT,public,uni,,,351.0,,,0,0,37.0,,9.486486486486486,,0,0
IT0156,"Conservatorio di CUNEO ""G.F. Ghedini""",2016,IT,public,uni,,,298.0,,,0,0,75.0,,3.973333333333333,,0,0
IT0157,"Conservatorio di FERMO ""Giovambattista Pergolesi""",2016,IT,public,uni,,,262.0,,,0,0,45.0,,5.822222222222222,,0,0
IT0158,"Conservatorio di FERRARA ""Girolamo Frescobaldi""",2016,IT,public,uni,,,299.0,,,0,0,48.0,,6.229166666666668,,0,0
IT0159,"Conservatorio di FIRENZE ""Luigi Cherubini""",2016,IT,public,uni,,,490.0,,,0,0,55.0,,8.909090909090908,,0,0
IT0160,"Conservatorio di FOGGIA ""Umberto Giordano""",2016,IT,public,uni,,,320.0,,,0,0,38.0,,8.421052631578947,,0,0
IT0161,"Conservatorio di FROSINONE ""Licinio Refice""",2016,IT,public,uni,,,753.0,,,0,0,57.0,,13.210526315789476,,0,0
IT0162,"Conservatorio di GENOVA ""Nicolò Paganini""",2016,IT,public,uni,,,258.0,,,0,0,43.0,,6.0,,0,0
IT0163,"Conservatorio di LA SPEZIA ""Giacomo Puccini""",2016,IT,public,uni,,,174.0,,,0,0,48.0,,3.625,,1,0
IT0164,"Conservatorio di L'AQUILA ""Alfredo Casella""",2016,IT,public,uni,,,493.0,,,0,0,71.0,,6.943661971830987,,0,0
IT0165,"Conservatorio di LATINA ""Ottorino Respighi""",2016,IT,public,uni,,,240.0,,,0,0,,,,,0,0
IT0166,"Conservatorio di LECCE ""Tito Schipa""",2016,IT,public,uni,,,490.0,,,0,0,,,,,0,0
IT0167,"Conservatorio di MANTOVA ""Lucio Campiani""",2016,IT,public,uni,,,218.0,,,0,0,26.0,,8.384615384615385,,0,0
IT0168,"Conservatorio di MATERA ""Egidio R. Duni""",2016,IT,public,uni,,,555.0,,,0,0,66.0,,8.409090909090908,,0,0
IT0169,"Conservatorio di MESSINA ""Arcangelo Corelli""",2016,IT,public,uni,,,377.0,,,0,0,34.0,,11.088235294117649,,0,0
IT0170,"Conservatorio di MILANO ""Giuseppe Verdi""",2016,IT,public,uni,,,940.0,,,0,0,,,,,0,0
IT0171,"Conservatorio di MONOPOLI (BA) ""Nino Rota""",2016,IT,public,uni,,,352.0,,,0,0,26.0,,13.538461538461537,,0,0
IT0172,"Conservatorio di NAPOLI ""S. Pietro a Majella""",2016,IT,public,uni,,,867.0,,,0,0,,,,,0,0
IT0173,"Conservatorio di NOVARA ""Guido Cantelli""",2016,IT,public,uni,,,284.0,,,0,0,32.0,,8.875,,0,0
IT0174,"Conservatorio di PADOVA ""Cesare Pollini""",2016,IT,public,uni,,,534.0,,,0,0,30.0,,17.8,,0,0
IT0175,"Conservatorio di PALERMO ""Vincenzo Bellini""",2016,IT,public,uni,,,823.0,,,0,0,,,,,0,0
IT0176,"Conservatorio di PARMA ""Arrigo Boito""",2016,IT,public,uni,,,576.0,,,0,0,,,,,0,0
IT0177,"Conservatorio di PERUGIA ""Francesco Morlacchi""",2016,IT,public,uni,,,338.0,,,0,0,,,,,1,0
IT0178,"Conservatorio di PESARO ""Gioacchino Rossini""",2016,IT,public,uni,,,400.0,,,0,0,,,,,0,0
IT0179,"Conservatorio di PESCARA ""Luisa d’Annunzio""",2016,IT,public,uni,,,541.0,,,0,0,20.0,,27.05,,0,0
IT0180,"Conservatorio di PIACENZA ""Giuseppe Nicolini""",2016,IT,public,uni,,,296.0,,,0,0,,,,,0,0
IT0181,"Conservatorio di POTENZA ""Gesualdo da Venosa""",2016,IT,public,uni,,,204.0,,,0,0,33.0,,6.1818181818181825,,0,0
IT0182,"Conservatorio di REGGIO CALABRIA ""Francesco Cilea""",2016,IT,public,uni,,,295.0,,,0,0,49.0,,6.020408163265307,,0,0
IT0183,"Conservatorio di ROMA ""Santa Cecilia""",2016,IT,public,uni,,,1169.0,,,0,0,52.0,,22.48076923076923,,0,0
IT0184,"Conservatorio di ROVIGO ""Francesco Venezze""",2016,IT,public,uni,,,450.0,,,0,0,73.0,,6.164383561643835,,0,0
IT0185,"Conservatorio di SALERNO ""G. Martucci""",2016,IT,public,uni,,,997.0,,,0,0,261.0,,3.819923371647509,,0,0
IT0186,"Conservatorio di SASSARI ""Luigi Canepa""",2016,IT,public,uni,,,229.0,,,0,0,19.0,,12.052631578947368,,0,0
IT0187,"Conservatorio di TORINO ""Giuseppe Verdi""",2016,IT,public,uni,,,539.0,,,0,0,,,,,0,0
IT0188,"Conservatorio di TRAPANI ""Antonio Scontrino""",2016,IT,public,uni,,,310.0,,,0,0,13.0,,23.84615384615385,,0,0
IT0189,"Conservatorio di TRENTO ""Francesco A. Bonporti""",2016,IT,public,uni,,,338.0,,,0,0,59.0,,5.728813559322034,,0,0
