ETER ID,Institution Name,Reference year,Country Code,Legal status,Institution Category standardized,Total staff (FTE),Total academic staff (FTE),Total students enrolled ISCED 5-7,R1,R2,Flag R1,Flag R2,Total academic staff (HC),Total staff (HC),R1a,R2a,Flag R1a,Flag R2a
IT0190,"Conservatorio di TRIESTE ""Giuseppe Tartini""",2016,IT,public,uni,,,376.0,,,0,0,,,,,0,0
IT0191,"Conservatorio di UDINE ""Jacopo Tomadini""",2016,IT,public,uni,,,280.0,,,0,0,113.0,,2.4778761061946897,,0,0
IT0192,"Conservatorio di VENEZIA ""Benedetto Marcello"" - palazzo pisani",2016,IT,public,uni,,,316.0,,,0,0,,,,,0,0
IT0193,"Conservatorio di VERONA ""E. F. dall’Abaco""",2016,IT,public,uni,,,309.0,,,0,0,979.0,,0.31562819203268644,,0,0
IT0194,"Conservatorio di VIBO VALENTIA ""Fausto Torrefranca""",2016,IT,public,uni,,,845.0,,,0,0,321.0,,2.632398753894081,,0,0
IT0195,"Conservatorio di VICENZA ""Arrigo Pedrollo""",2016,IT,public,uni,,,442.0,,,0,0,357.0,,1.238095238095238,,0,0
IT0197,Istituto Superiore di Studi Musicali di AOSTA della Valle d'Aosta,2016,IT,private,uni,,,74.0,,,0,0,367.0,,0.2016348773841962,,0,0
IT0198,"Istituto Superiore di Studi Musicali di BERGAMO ""Gaetano Donizetti""",2016,IT,private,uni,,,135.0,,,0,0,474.0,,0.2848101265822785,,1,0
IT0199,"Istituto Superiore di Studi Musicali di CALTANISSETTA ""Vincenzo Bellini""",2016,IT,private,uni,,,230.0,,,0,0,,,,,0,0
IT0202,"Istituto Superiore di Studi Musicali di CATANIA ""Vincenzo Bellini""",2016,IT,private,uni,,,515.0,,,0,0,887.0,,0.580608793686584,,0,0
IT0203,"Istituto Superiore di Studi Musicali di CREMONA ""Claudio Monteverdi""",2016,IT,private,uni,,,51.0,,,0,0,642.0,,0.0794392523364486,,1,0
IT0204,"Istituto Superiore di Studi Musicali di GALLARATE (VA) ""Giacomo Puccini""",2016,IT,private,uni,,,27.0,,,0,0,321.0,,0.08411214953271028,,0,0
IT0205,"Istituto Superiore di Studi Musicali di LIVORNO ""Pietro Mascagni""",2016,IT,private,uni,,,194.0,,,0,0,102.0,,1.9019607843137252,,0,0
IT0206,"Istituto Superiore di Studi Musicali di LUCCA ""Luigi Boccherini""",2016,IT,private,uni,,,192.0,,,0,0,556.0,,0.34532374100719426,,0,0
IT0208,"Istituto Superiore di Studi Musicali di NOCERA TERINESE (CZ) ""P.I. Tchaikovsky""",2016,IT,private,uni,,,345.0,,,0,0,260.0,,1.3269230769230769,,0,0
IT0209,"Istituto Superiore di Studi Musicali di PAVIA ""Franco Vittadini""",2016,IT,private,uni,,,183.0,,,0,0,,,,,0,0
IT0210,"Istituto Superiore di Studi Musicali di RAVENNA ""Giuseppe Verdi""",2016,IT,private,uni,,,43.0,,,0,0,94.0,,0.4574468085106383,,0,0
IT0212,"Istituto Superiore di Studi Musicali di RIMINI ""G. Lettimi""",2016,IT,private,uni,,,45.0,,,0,0,100.0,,0.45,,0,0
IT0213,"Istituto Superiore di Studi Musicali di SIENA ""Rinaldo Franci""",2016,IT,private,uni,,,100.0,,,0,0,69.0,,1.4492753623188406,,1,0
IT0214,"Istituto Superiore di Studi Musicali di TARANTO ""Giovanni Paisiello""",2016,IT,private,uni,,,175.0,,,0,0,573.0,,0.3054101221640489,,0,0
IT0215,"Conservatorio di TERAMO ""Gaetano Braga""",2016,IT,public,uni,,,128.0,,,0,0,,,,,0,0
IT0216,"Istituto Superiore di Studi Musicali di TERNI ""Giulio Briccialdi""",2016,IT,private,uni,,,130.0,,,0,0,537.0,,0.2420856610800745,,0,0
IT0217,Istituto Superiore per le Industrie Artistiche (ISIA) di FAENZA (RA),2016,IT,public,uni,,,100.0,,,0,0,103.0,,0.9708737864077671,,1,0
IT0218,Istituto Superiore per le Industrie Artistiche (ISIA) di FIRENZE,2016,IT,public,uni,,,185.0,,,0,0,64.0,,2.890625,,1,0
IT0219,Istituto Superiore per le Industrie Artistiche (ISIA) di ROMA,2016,IT,public,uni,,,441.0,,,0,0,277.0,,1.592057761732852,,0,0
IT0220,Istituto Superiore per le Industrie Artistiche (ISIA) di URBINO (PU),2016,IT,public,uni,,,217.0,,,0,0,70.0,2096.0,3.1,29.942857142857147,1,0
IT0244,LINK CAMPUS University,2016,IT,private,uas,,,1860.0,,,0,0,,225.0,,,0,0
IT0245,"Istituto Superiore di Studi Musicali di MODENA e CARPI ""Orazio Vecchi - Antonio Tonelli""",2016,IT,private,uni,,,147.0,,,0,0,117.0,158.0,1.2564102564102564,1.3504273504273503,0,0
IT0246,"Istituto Superiore di Studi Musicali di REGGIO EMILIA e CASTELNOVO NE' MONTI ""Achille Peri e Merulo""",2016,IT,private,uni,,,125.0,,,0,0,190.0,260.0,0.6578947368421053,1.368421052631579,0,1
IT0247,"Istituto Superiore di Studi Musicali di RIBERA (AG) ""Arturo Toscanini""",2016,IT,private,uni,,,96.0,,,0,0,91.0,98.0,1.0549450549450552,1.0769230769230769,0,0
IT0248,Humanitas University,2016,IT,private,uas,,,612.0,,,0,0,152.0,63.0,4.026315789473684,0.4144736842105263,0,0
IT0249,Gran Sasso Science Institute,2016,IT,public,uas,,,,,,0,0,,280.0,,,0,1
LI0001,Universität Liechtenstein,2016,LI,private government dependent,uas,119.5,64.4,619.0,9.611801242236023,0.5389121338912134,0,0,64.0,374.0,9.671875,5.84375,0,0
LT0001,Vilniaus universitetas,2016,LT,public,uas,,,17783.0,,,0,0,58.0,269.0,306.60344827586215,4.637931034482759,0,0
LT0002,Vilniaus Gedimino technikos universitetas,2016,LT,public,uas,1442.0,709.0,10221.0,14.416078984485187,0.4916782246879334,0,0,42.0,280.0,243.35714285714286,6.666666666666668,0,0
LT0003,Lietuvos edukologijos universitetas,2016,LT,public,uas,518.0,215.0,3524.0,16.390697674418604,0.4150579150579151,0,0,34.0,339.0,103.64705882352942,9.970588235294116,0,0
LT0004,Vilniaus dailes akademija,2016,LT,public,uas,498.0,224.0,1620.0,7.232142857142858,0.4497991967871486,0,0,169.0,326.0,9.585798816568047,1.9289940828402368,0,0
LT0005,Lietuvos muzikos ir teatro akademija,2016,LT,public,uas,467.0,287.0,852.0,2.9686411149825784,0.6145610278372591,1,0,,1092.0,,,2,0
LT0006,Mykolo Romerio universitetas,2016,LT,public,uas,560.0,323.0,9575.0,29.64396284829721,0.5767857142857142,0,0,111.0,1092.0,86.26126126126127,9.83783783783784,0,0
LT0007,Generolo Jono Žemaicio Lietuvos karo akademija,2016,LT,public,uas,,,,,,0,0,,713.0,,,0,0
LT0008,Kauno technologijos universitetas,2016,LT,public,uas,1682.0,879.0,9905.0,11.268486916951082,0.5225921521997622,0,0,,743.0,,,0,0
LT0009,Vytauto Didžiojo universitetas,2016,LT,public,uas,923.0,405.0,6719.0,16.590123456790124,0.4387865655471289,0,0,,181.0,,,0,0
LT0012,Aleksandro Stulginskio universitetas,2016,LT,public,uas,726.0,276.0,4444.0,16.10144927536232,0.3801652892561984,0,0,1308.0,2617.0,3.397553516819572,2.000764525993884,0,2
LT0013,Lietuvos sporto universitetas,2016,LT,public,uas,220.0,95.0,1809.0,19.04210526315789,0.4318181818181818,0,0,25.0,2885.0,72.36,115.4,0,2
LT0014,Klaipedos universitetas,2016,LT,public,uas,806.0,364.0,3823.0,10.502747252747254,0.4516129032258064,0,0,,884.0,,,0,0
LT0015,Šiauliu universitetas,2016,LT,public,uas,531.0,241.0,2423.0,10.053941908713693,0.4538606403013183,0,0,1205.0,938.0,2.0107883817427386,0.7784232365145228,0,0
LT0016,Viešoji istaiga Vilniaus universiteto Tarptautinio verslo mokykla,2016,LT,private,uas,,,,,,0,0,,508.0,,,0,0
LT0017,"Kazimieras Simonavicius University, UAB",2016,LT,private,uas,67.0,47.0,552.0,11.744680851063832,0.7014925373134329,0,0,1195.0,141.0,0.4619246861924686,0.11799163179916318,0,2
LT0018,"ISM Vadybos ir ekonomikos universitetas, UAB",2016,LT,private,uas,140.0,67.0,1601.0,23.895522388059703,0.4785714285714286,0,0,992.0,150.0,1.6139112903225807,0.15120967741935484,0,0
LT0019,Viešoji istaiga LCC Tarptautinis universitetas,2016,LT,private,uas,157.0,52.0,477.0,9.173076923076923,0.3312101910828025,0,1,445.0,250.0,1.0719101123595505,0.5617977528089888,0,2
LT0020,Vilniaus kolegija,2016,LT,public,other,868.0,348.0,6731.0,19.341954022988507,0.4009216589861751,0,1,317.0,267.0,21.233438485804413,0.8422712933753943,0,2
LT0021,Vilniaus technologiju ir dizaino kolegija,2016,LT,public,other,,,,,,0,0,198.0,475.0,,2.398989898989899,0,0
LT0022,Kauno kolegija,2016,LT,public,other,699.0,333.0,6853.0,20.579579579579576,0.4763948497854078,0,0,98.0,153.0,69.92857142857143,1.5612244897959184,0,0
LT0023,Kauno technikos kolegija,2016,LT,public,other,160.0,81.0,1568.0,19.358024691358022,0.50625,0,0,67.0,281.0,23.402985074626866,4.1940298507462686,0,0
LT0024,Kauno mišku ir aplinkos inžinerijos kolegija,2016,LT,public,other,72.0,39.0,971.0,24.89743589743589,0.5416666666666666,0,0,109.0,519.0,8.908256880733942,4.761467889908257,0,0
LT0025,Klaipedos valstybine kolegija,2016,LT,public,other,341.0,173.0,3215.0,18.583815028901736,0.5073313782991202,0,0,132.0,362.0,24.35606060606061,2.7424242424242418,0,0
LT0026,Lietuvos aukštoji jureivystes mokykla,2016,LT,public,other,129.0,50.0,1384.0,27.68,0.3875968992248062,0,1,59.0,393.0,23.45762711864407,6.661016949152543,0,2
LT0027,Alytaus kolegija,2016,LT,public,other,,,,,,0,0,38.0,436.0,,11.473684210526313,0,0
LT0028,Panevežio kolegija,2016,LT,public,other,132.0,90.0,1425.0,15.833333333333336,0.6818181818181818,0,0,100.0,1120.0,14.25,11.2,0,0
LT0029,Šiauliu valstybine kolegija,2016,LT,public,other,233.0,112.0,2332.0,20.821428571428573,0.48068669527897,0,0,85.0,84.0,27.435294117647057,0.9882352941176472,0,0
LT0030,Marijampoles kolegija,2016,LT,public,other,107.0,46.0,811.0,17.630434782608695,0.4299065420560748,0,1,17.0,58.0,47.70588235294117,3.4117647058823533,0,0
LT0031,Utenos kolegija,2016,LT,public,other,165.0,94.0,1843.0,19.606382978723406,0.5696969696969697,0,0,75.0,66.0,24.57333333333333,0.88,0,0
LT0032,Žemaitijos kolegija,2016,LT,public,other,,,,,,0,0,56.0,20.0,,0.35714285714285715,0,0
LT0033,"Tarptautine teises ir verslo aukštoji mokykla, UAB",2016,LT,private,other,53.0,33.0,797.0,24.15151515151515,0.6226415094339622,0,0,47.0,,16.95744680851064,,0,0
LT0034,Viešoji istaiga Vilniaus verslo kolegija,2016,LT,private,other,47.0,33.0,529.0,16.03030303030303,0.7021276595744681,0,0,58.0,18.0,9.120689655172416,0.3103448275862069,0,0
LT0035,"Vilniaus kooperacijos kolegija, VšI",2016,LT,private,other,59.0,28.0,445.0,15.892857142857142,0.4745762711864407,0,0,69.0,16.0,6.449275362318841,0.2318840579710145,0,0
LT0036,Viešoji istaiga Kolpingo kolegija,2016,LT,private,other,26.0,18.0,269.0,14.944444444444445,0.6923076923076923,0,0,43.0,14.0,6.2558139534883725,0.32558139534883723,0,0
LT0038,Viešoji istaiga Socialiniu mokslu kolegija,2016,LT,private,other,133.0,73.0,2331.0,31.93150684931507,0.5488721804511278,0,0,170.0,16.0,13.711764705882352,0.09411764705882353,0,0
LT0042,"Viešoji istaiga ""Europos Humanitarinis Universitetas""",2016,LT,private,uas,,,,,,0,0,22.0,,,,0,0
LT0043,Vilniaus dizaino kolegija,2016,LT,private,other,103.0,73.0,529.0,7.2465753424657535,0.7087378640776699,0,0,47.0,,11.255319148936168,,0,0
LT0044,V.A. Graiciuno aukštoji vadybos mokykla,2016,LT,private,other,,,,,,0,0,,376.0,,,0,0
LT0045,Viešoji istaiga Šiaures Lietuvos kolegija,2016,LT,private,other,,,,,,0,0,63.0,383.0,,6.079365079365079,0,0
LT0046,Viešoji istaiga Lietuvos verslo kolegija,2016,LT,private,other,,,,,,0,0,18.0,,,,0,0
LT0047,Lietuvos sveikatos mokslu universitetas,2016,LT,public,uas,1999.0,918.0,6658.0,7.2527233115468395,0.4592296148074037,0,0,25.0,,266.32,,0,0
LT0048,"Balstoges universiteto filialas ""Ekonomikos-informatikos fakultetas""",2016,LT,private,uas,36.0,22.0,405.0,18.40909090909091,0.6111111111111112,0,0,77.0,,5.259740259740259,,0,0
LT0049,Šv. Ignaco Lojolos kolegija,2016,LT,private,other,,,,,,0,0,17.0,,,,0,0
LU0001,Université du Luxembourg,2016,LU,public,uas,1662.18,1176.5,4534.0,3.8538036549086274,0.7078054121695604,0,0,34.0,,133.35294117647058,,1,0
LU0002,LUNEX University,2016,LU,private,uas,,,,,,0,0,18.0,,,,0,0
LV0001,Latvijas Universitate,2016,LV,public,uas,,,12057.0,,,0,0,9.0,,1339.6666666666667,,0,0
LV0002,Rigas Tehniska universitate,2016,LV,public,uas,,,14409.0,,,0,0,21.0,,686.1428571428571,,0,0
LV0003,Rigas Stradina universitate,2016,LV,public,uas,,,8024.0,,,0,0,40.0,,200.6,,0,0
LV0004,Latvijas Lauksaimniecibas universitate,2016,LV,public,uas,,,4039.0,,,0,0,53.0,,76.20754716981132,,0,1
LV0005,Daugavpils Universitate,2016,LV,public,uas,,,2165.0,,,0,0,29.0,,74.65517241379311,,0,0
LV0006,Liepajas Universitate,2016,LV,public,uas,,,1315.0,,,0,0,37.0,,35.54054054054054,,0,1
LV0007,Latvijas Kulturas akademija,2016,LV,public,uni,,,538.0,,,0,0,48.0,,11.208333333333336,,0,0
LV0008,Latvijas Makslas akademija,2016,LV,public,uni,,,793.0,,,0,0,15.0,,52.86666666666667,,0,0
LV0009,Jazepa Vitola Latvijas Muzikas akademija,2016,LV,public,uni,,,491.0,,,0,0,14.0,,35.07142857142857,,1,0
LV0010,Latvijas Sporta Pedagogijas akademija,2016,LV,public,uni,,,1421.0,,,0,0,14.0,,101.5,,1,0
LV0011,Latvijas Juras akademija,2016,LV,public,uni,,,846.0,,,0,0,20.0,,42.3,,1,1
LV0012,Rigas Pedagogijas un izglitibas vadibas augstskola,2016,LV,public,uni,,,3483.0,,,0,0,32.0,,108.84375,,1,0
LV0013,Rēzeknes Tehnoloģiju akadēmija,2016,LV,public,uni,,,1849.0,,,0,0,16.0,,115.5625,,0,0
LV0014,"Rigas Ekonomikas augstskola ""Stockholm School of Economics in Riga""",2016,LV,private,uni,,,489.0,,,0,0,,,,,1,1
LV0015,Ventspils augstskola,2016,LV,public,uni,,,823.0,,,0,0,,,,,0,0
LV0016,Vidzemes augstskola,2016,LV,public,uni,,,821.0,,,0,0,,,,,0,0
LV0017,Banku augstskola,2016,LV,public,uni,,,1423.0,,,0,0,,,,,1,1
LV0020,"Biznesa, mākslas un tehnoloģiju augstskola RISEBA",2016,LV,private,uni,,,2665.0,,,0,0,,,,,1,1
LV0021,Biznesa augstskola Turiba,2016,LV,private,uni,,,3813.0,,,0,0,,,,,1,0
LV0024,Latvijas Kristiga akademija,2016,LV,private,uni,,,111.0,,,0,0,,,,,1,1
LV0025,Baltijas Starptautiska akademija,2016,LV,private,uni,,,2472.0,,,0,0,,,,,0,0
LV0027,Rigas Aeronavigacijas instituts,2016,LV,private,uni,,,345.0,,,0,0,,,,,0,1
LV0028,Informacijas sistemu menedžmenta augstskola,2016,LV,private,uni,,,1325.0,,,0,0,,,,,1,0
LV0029,Ekonomikas un kulturas augstskola,2016,LV,private,uni,,,,,,0,0,343.0,,,,0,0
LV0031,Transporta un sakaru instituts,2016,LV,private,uni,,,2797.0,,,0,0,1437.0,,1.9464161447459989,,1,1
LV0034,Rigas Juridiska augstskola,2016,LV,private,uni,,,388.0,,,0,0,297.0,,1.3063973063973064,,0,0
LV0035,Rigas Celtniecibas koledža,2016,LV,public,other,,,478.0,,,0,0,260.0,,1.8384615384615384,,0,1
LV0037,"Profesionālās izglītības kompetences centrs  ""RĪGAS TEHNISKĀ KOLEDŽA""",2016,LV,public,other,,,702.0,,,0,0,16.0,,43.875,,0,0
LV0039,Latvijas Kulturas koledža,2016,LV,public,other,,,386.0,,,0,0,,,,,0,1
LV0040,Liepajas Jurniecibas koledža,2016,LV,public,other,,,786.0,,,0,0,60.0,,13.1,,0,0
LV0043,Socialas integracijas valsts agenturas koledža,2016,LV,public,other,,,204.0,,,0,0,109.0,,1.8715596330275233,,0,1
LV0045,Daugavpils Medicinas koledža,2016,LV,public,other,,,214.0,,,0,0,53.0,932.0,4.037735849056603,17.58490566037736,0,1
LV0046,Malnavas koledža,2016,LV,public,other,,,312.0,,,0,0,68.0,3131.0,4.588235294117646,46.04411764705882,0,0
LV0048,LU P. Stradina medicinas koledža,2016,LV,public,other,,,925.0,,,0,0,49.0,6860.0,18.877551020408163,140.0,0,0
LV0049,Latvijas Universitates Rigas Medicinas koledža (LU RMK),2016,LV,public,other,,,615.0,,,0,0,32.0,3677.0,19.21875,114.90625,0,0
LV0050,Rigas Stradina universitates Sarkana Krusta medicinas koledža,2016,LV,public,other,,,520.0,,,0,0,,959.0,,,0,0
LV0051,Rigas 1. medicinas koledža,2016,LV,public,other,,,580.0,,,0,0,58.0,715.0,10.0,12.327586206896553,0,0
LV0052,Valsts Policijas koledža,2016,LV,public,other,,,335.0,,,0,0,,143.0,,,0,1
LV0053,Alberta koledža,2016,LV,private,other,,,788.0,,,0,0,12.0,930.0,65.66666666666667,77.5,1,0
LV0054,Juridiska koledža,2016,LV,private,other,,,805.0,,,0,0,1470.0,234.0,0.5476190476190477,0.15918367346938775,1,1
LV0056,Biznesa vadibas koledža,2016,LV,private,other,,,422.0,,,0,0,218.0,913.0,1.9357798165137612,4.1880733944954125,1,0
LV0058,Latvijas Biznesa koledža,2016,LV,private,other,,,766.0,,,0,0,,906.0,,,1,1
LV0062,Eiropas Tālmācības augstskola,2016,LV,private,uni,,,217.0,,,0,0,,5492.0,,,0,1
LV0063,Novikontas Jūras koledža,2016,LV,private,other,,,255.0,,,0,0,,7678.0,,,0,1
ME0001,Univerzitet Crne Gore,2016,ME,public,uas,,,,,,0,0,,1117.0,,,0,0
ME0002,Univerzitet Donja Gorica,2016,ME,private,uas,,,,,,0,0,,8152.0,,,0,0
ME0003,Univerziteta Mediteran,2016,ME,private,uas,,,,,,0,0,,1461.0,,,0,0
ME0004,Fakultet za državne i evropske studije,2016,ME,private,uni,,,,,,0,0,,251.0,,,0,0
ME0005,Fakultet za poslovni menadžment - Bar,2016,ME,private,uni,,,,,,0,0,,99.0,,,0,0
ME0006,Fakultet za mediteranske i poslovne studije Tivat,2016,ME,private,uni,,,,,,0,0,,132.0,,,0,0
ME0007,Fakultet za menadžment Herceg Novi,2016,ME,private,uni,,,,,,0,0,,609.0,,,0,0
ME0008,Fakultet za biznis i turizam Budva,2016,ME,private,uni,,,,,,0,0,,738.0,,,0,0
ME0009,Fakultet za poslovnu ekonomiju i pravo Bar,2016,ME,private,uni,,,,,,0,0,,1328.0,,,0,0
ME0010,Pomorski fakultet Bar,2016,ME,private,uni,,,,,,0,0,,1128.0,,,0,0
MK0001,Државен Универзитет во Тетово,2016,MK,public,uas,,,7075.0,,,0,0,,1044.0,,,0,1
MK0002,Универзитет „Св. Кирил и Методиј“ во Скопје,2016,MK,public,uas,,,25250.0,,,0,0,72.0,330.0,350.6944444444445,4.583333333333333,0,0
MK0003,Универзитет „Св. Климент Охридски“ - Битола,2016,MK,public,uas,,,1864.0,,,0,0,,173.0,,,0,1
MK0004,Универзитет „Гоце Делчев“ - Штип,2016,MK,public,uas,,,6364.0,,,0,0,55.0,1248.0,115.7090909090909,22.69090909090909,0,0
MK0005,"Универзитет за информатички науки и технологии ""Св. Апостол Павле""",2016,MK,public,uas,,,1171.0,,,0,0,35.0,178.0,33.457142857142856,5.085714285714285,1,0
MK0006,Meѓународниот Универзитет во Струга,2016,MK,private,uas,,,,,,0,0,17.0,635.0,,37.352941176470594,0,0
MK0007,Прв приватен европски универзитет „Република Македонија“- Скопје,2016,MK,private,uas,,,571.0,,,0,0,227.0,33.0,2.515418502202643,0.14537444933920704,0,0
MK0008,Универзитет на Југоисточна Европа - Тетово,2016,MK,private,uas,,,2006.0,,,0,0,572.0,209.0,3.506993006993007,0.36538461538461536,0,0
MK0009,Универзитетот Американ Колеџ  - Скопје,2016,MK,private,uas,,,457.0,,,0,0,624.0,44.0,0.7323717948717948,0.07051282051282051,0,1
MK0010,Прв приватен универзитет - Фон Универзитет - Скопје,2016,MK,private,uas,,,700.0,,,0,0,1731.0,661.0,0.4043905257076834,0.38186019641825536,0,0
MK0011,МИТ Универзитет,2016,MK,private,uas,,,517.0,,,0,0,201.0,73.0,2.572139303482587,0.3631840796019901,0,0
MK0012,Универзитет за Туризам и Менаџмент,2016,MK,private,uas,,,708.0,,,0,0,335.0,165.0,2.113432835820896,0.4925373134328358,0,0
MK0013,Балканський університет,2016,MK,private,uas,,,1189.0,,,0,0,569.0,178.0,2.0896309314587,0.3128295254833041,0,0
MT0001,University of Malta (L'Universita` ta` Malta),2016,MT,public,uas,1829.0,1052.0,10877.0,10.3393536121673,0.5751776927282668,0,0,146.0,89.0,74.5,0.6095890410958904,0,0
MT0002,"Malta College of Arts, Science & Technology",2016,MT,public,uni,270.0,184.0,2309.0,12.548913043478262,0.6814814814814815,0,0,177.0,38.0,13.045197740112993,0.2146892655367232,0,0
NL0001,Universiteit van Amsterdam,2016,NL,public,uas,4621.24,2779.04,31698.0,11.406097069491626,0.6013624048956557,0,0,1400.0,31.0,22.64142857142857,0.02214285714285714,0,0
NL0002,Vrije Universiteit Amsterdam,2016,NL,private government dependent,uas,3410.55,2037.52,22281.0,10.935352781813183,0.5974168389262728,0,0,2079.0,82.0,10.717171717171716,0.03944203944203945,0,0
NL0003,Technische Universiteit Delft,2016,NL,public,uas,4886.4,2878.24,22387.0,7.778017121574296,0.5890307793058284,0,0,298.0,48.0,75.1241610738255,0.1610738255033557,0,0
NL0004,Technische Universiteit Eindhoven,2016,NL,public,uas,2947.23,1946.71,10812.0,5.55398595579208,0.660521913797023,0,0,123.0,52.0,87.90243902439026,0.4227642276422765,0,0
NL0005,Universiteit Twente,2016,NL,public,uas,2609.49,1521.73,9435.0,6.2001800582232045,0.5831522634691071,0,0,58.0,64.0,162.67241379310346,1.1034482758620692,0,0
NL0006,Rijksuniversiteit Groningen,2016,NL,public,uas,4037.34,2300.73,28931.0,12.574704550294907,0.5698628304774926,0,0,1505.0,180.0,19.22325581395349,0.11960132890365448,0,0
NL0007,Universiteit Leiden,2016,NL,public,uas,3975.94,2303.59,27077.0,11.754261826106207,0.579382485651192,0,0,77.0,190.0,351.64935064935065,2.467532467532468,0,0
NL0008,Universiteit Maastricht,2016,NL,public,uas,3454.61,1978.88,16254.0,8.213737063389393,0.5728229814653463,0,0,340.0,1074.0,47.80588235294118,3.1588235294117646,0,0
NL0009,Radboud Universiteit Nijmegen,2016,NL,private government dependent,uas,3274.97,1757.39,19727.0,11.225169142876652,0.5366125491225875,0,0,752.0,170.0,26.23271276595745,0.22606382978723405,0,0
NL0010,Erasmus Universiteit Rotterdam,2016,NL,public,uas,2054.7,1222.6,24953.0,20.409782430885,0.5950260378644084,0,0,2402.0,711.0,10.38842631140716,0.2960033305578684,0,0
NL0011,Universiteit van Tilburg,2016,NL,private government dependent,uas,1548.62,900.36,13162.0,14.618597005642188,0.581395048494789,0,0,2565.0,561.0,5.131384015594542,0.21871345029239767,0,0
NL0012,Universiteit Utrecht,2016,NL,public,uas,5470.29,3107.1,30893.0,9.94271185349683,0.5679954810439666,0,0,2419.0,474.0,12.770979743695744,0.19594873914840846,0,0
NL0013,Wageningen Universiteit,2016,NL,public,uas,2476.89,1497.34,10700.0,7.1460055832342695,0.6045242219073111,0,0,459.0,2510.0,23.31154684095861,5.468409586056645,0,0
NL0014,Open Universiteit,2016,NL,public,uas,513.33,257.84,,,0.5022889759024408,0,0,2217.0,1928.0,,0.8696436626071268,0,0
NL0015,Universiteit voor Humanistiek,2016,NL,private,uas,67.72,42.11,517.0,12.27736879601045,0.6218251624335499,0,0,507.0,3294.0,1.019723865877712,6.497041420118343,0,0
NL0016,Nyenrode Business Universiteit,2016,NL,private,uas,,,4030.0,,,0,0,306.0,1913.0,13.169934640522875,6.2516339869281055,0,0
NL0017,Protestantse Theologische Universiteit,2016,NL,private,uas,73.64,50.88,202.0,3.9701257861635217,0.6909288430200978,1,0,1091.0,598.0,0.1851512373968836,0.5481209899175069,1,0
