ETER ID,Institution Name,Reference year,Country Code,Legal status,Institution Category standardized,Region of establishment (NUTS 2),Personnel expenditure (PPP),Total Current expenditure (PPP),Basic government allocation (PPP),Total Current revenues (PPP),Total academic staff (FTE),Total staff (FTE),Total students enrolled ISCED 5-7,Total graduates ISCED 5-7,Total students enrolled at ISCED 8,Total graduates at ISCED 8,R_1,R_2,R_3,R_4,R_5,R_6,R_7,R_8,Target,Flag Total Students ISCED 5-7,Flag Total Students ISCED 5,Flag Total Students ISCED 6,Flag Total Students ISCED 7,Flag Total Students ISCED 7 long degree,Flag Total Students ISCED 8,Flag Total Graduates ISCED 5-7,Flag Total Graduates ISCED 5,Flag Total Graduates ISCED 6,Flag Total Graduates ISCED 7,Flag Total Graduates ISCED 7 long degree,Flag Total Graduates ISCED 8,Flag Total Staff FTE,Flag Total Staff HC,Flag Academic Staff FTE,Flag Academic Staff HC,Flag Non-Academic Staff FTE,Flag Total current revenues (NC),Flag Total current expenditures (NC)
CY0024,Global College,2013,CY,private,other,CY00,421814.67,954121.84,,1088486.33,37.0,43.0,425.0,168.0,,,11.486486486486484,0.8604651162790697,9809.643488372092,0.442097279735259,0.8765584038156914,,0.3952941176470588,,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
CY0025,Intercollege,2013,CY,private,other,CY00,,,,,25.0,37.0,225.0,48.0,,,9.0,0.6756756756756757,,,,,0.21333333333333326,,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CY0026,KES College,2013,CY,private,other,CY00,746081.09,1236724.75,,1374819.8,29.0,45.0,301.0,128.0,,,10.379310344827584,0.6444444444444445,16579.579777777777,0.6032717385174025,0.8995540724682609,,0.425249169435216,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CY0033,The CTL Eurocollege,2013,CY,private,other,CY00,258727.72,498227.69,,519618.33,16.0,28.0,154.0,36.0,,,9.625,0.5714285714285714,9240.275714285714,0.5192961475103882,0.9588339387488504,,0.23376623376623376,,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CY0035,The Philips College,2013,CY,private,other,CY00,472331.73,833954.03,,801467.86,12.0,25.0,92.0,33.0,,,7.666666666666668,0.48,18893.2692,0.5663762186028407,1.0405333409127595,,0.35869565217391297,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CY0038,Πανεπιστημιο Νεαπολης,2013,CY,private,uas,CY00,1726234.61,6055160.22,,4055001.0,42.0,84.0,790.0,204.0,,,18.80952380952381,0.5,20550.412023809524,0.2850848775724055,1.4932573925382508,,0.2582278481012658,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CY0039,The Cyprus Institute,2013,CY,private,uni,CY00,4476854.14,6487994.55,,7625498.65,15.0,21.0,,,17.0,0.0,,0.7142857142857143,213183.53047619047,0.6900212547188407,0.8508288897277556,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CY0040,Larnaca College,2013,CY,private,other,CY00,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CY0041,Cyprus School of Molecular Medicine-The Cyprus Institute of Neurology and Genetics,2013,CY,private,uni,CY00,,,,,2.0,8.0,36.0,22.0,18.0,0.0,18.0,0.25,,,,,0.6111111111111112,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CY0042,University of Central Lancashire - Cyprus,2013,CY,private,uas,CY00,2452452.12,4781443.99,,2101759.7,29.0,72.0,268.0,4.0,0.0,0.0,9.24137931034483,0.4027777777777778,34061.835,0.5129103520043534,2.2749717724628558,,0.01492537313432836,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CY0043,Mesoyios College (Pafos),2013,CY,private,other,CY00,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CZ0001,Akademie múzických umění v Praze,2013,CZ,public,uas,CZ01,13556057.26,23167539.87,,24743439.5,266.38,424.69,1257.0,335.0,141.0,17.0,4.718822734439523,0.6272339824342461,31919.88805952576,0.5851314958803177,0.9363104054309024,,0.26650755767700873,8.294117647058824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CZ0002,Akademie výtvarných umění v Praze,2013,CZ,public,uas,CZ01,2997443.59,5714408.98,,5734992.42,62.04,108.82,295.0,64.0,28.0,,4.754996776273372,0.5701157875390553,27544.96958279728,0.5245413131070642,0.9964109037131038,,0.21694915254237288,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
CZ0003,Česká zemědělská univerzita v Praze,2013,CZ,public,uas,CZ01,56431507.08,117762937.18,,120174540.99,650.43,1194.12,21553.0,5382.0,774.0,117.0,33.13654044247652,0.5446940006029545,47257.819214149335,0.4791958185769836,0.9799324899422692,,0.2497100171669837,6.615384615384616,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CZ0004,České vysoké učení technické v Praze,2013,CZ,public,uas,CZ01,138788392.73,267727053.75,,270670699.48,1429.28,2550.96,19539.0,4841.0,2034.0,178.0,13.670519422366507,0.5602910276915357,54406.33829225076,0.5183950997331737,0.9891246236269562,,0.2477608884794513,11.42696629213483,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,0
CZ0005,Janáčkova akademie múzických umění v Brně,2013,CZ,public,uas,CZ03,7793271.18,11666267.41,,11774790.32,146.62,283.53,604.0,193.0,66.0,9.0,4.1194925658163974,0.5171234084576589,27486.584065178293,0.6680175334674588,0.9907834528640675,,0.3195364238410596,7.333333333333332,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
CZ0006,Jihočeská univerzita v Českých Budějovicích,2013,CZ,public,uas,CZ03,49332251.02,81381458.82,,82769766.53,612.38,1056.47,11754.0,2944.0,576.0,68.0,19.193964531826644,0.57964731606198,46695.36382481282,0.606185385901147,0.9832268741570412,,0.2504679258124894,8.470588235294116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CZ0007,Masarykova univerzita,2013,CZ,public,uas,CZ03,179766355.3,348653344.59,,353702293.88,1180.5,2296.38,34838.0,8891.0,3368.0,340.0,29.51122405760271,0.5140699709978314,78282.49475261063,0.5156019814219676,0.985725426785858,,0.2552098283483553,9.905882352941175,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,2,2,1
CZ0008,Mendelova univerzita v Brně,2013,CZ,public,uas,CZ06,47078064.82,99965860.1,,101154703.8,537.45,937.51,10168.0,2672.0,534.0,85.0,18.918969206437808,0.5732738850785593,50216.06683662041,0.4709414271322816,0.9882472721945728,,0.26278520849724624,6.282352941176471,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0,0
CZ0009,Ostravská univerzita,2013,CZ,public,uas,CZ08,31605135.23,50536876.12,,50917077.99,440.8,724.23,9972.0,2499.0,357.0,29.0,22.622504537205078,0.6086464244784116,43639.638277895145,0.6253875913294183,0.9925329204854474,,0.2506016847172082,12.310344827586205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CZ0010,Slezská univerzita v Opavě,2013,CZ,public,uas,CZ08,20703063.1,31783735.47,,32062941.2,281.73,569.71,7316.0,1962.0,219.0,21.0,25.968125510240306,0.4945147531200084,36339.65192817398,0.6513728733849169,0.9912919489120356,,0.26817933296883545,10.428571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CZ0011,Technická univerzita v Liberci,2013,CZ,public,uas,CZ05,37012251.83,69460767.38,,71019436.21,396.08,696.48,7546.0,1707.0,377.0,22.0,19.05170672591396,0.5686882609694464,53141.873176544905,0.5328511795373142,0.978052925886498,,0.2262125629472569,17.136363636363637,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,1
CZ0012,Univerzita Hradec Králové,2013,CZ,public,uas,CZ05,21133067.93,36568379.18,,36710823.68,329.9,547.67,8688.0,2067.0,174.0,16.0,26.335253107002124,0.6023700403527672,38587.229408220286,0.5779055130110363,0.9961198228282304,,0.237914364640884,10.875,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
CZ0013,Univerzita J. E. Purkyně v Ústí nad Labem,2013,CZ,public,uas,CZ04,25812265.04,47007838.14,,47271052.78,409.39,704.54,9484.0,1948.0,213.0,7.0,23.166174063851088,0.5810741760581373,36637.04692423425,0.5491055547614255,0.9944318007634608,,0.20539856600590467,30.42857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CZ0014,Univerzita Karlova v Praze,2013,CZ,public,uas,CZ01,280321431.36,501037855.03,,503864149.32,3900.33,6836.98,41038.0,8112.0,7568.0,660.0,10.521673807088119,0.5704755608470407,41000.76808181391,0.5594815412564298,0.9943907612918792,,0.1976704517764024,11.466666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
CZ0015,Univerzita Palackého v Olomouci,2013,CZ,public,uas,CZ07,109122178.75,209171258.44,,211322056.96,783.45,1422.91,19797.0,4695.0,1649.0,155.0,25.269002488991,0.5505970159743062,76689.44539710874,0.5216882068972267,0.989822176866246,,0.23715714502197305,10.638709677419355,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,2,2,2,0,1
CZ0016,Univerzita Pardubice,2013,CZ,public,uas,CZ05,37774513.42,82367293.99,,83145305.39,399.83,783.85,9788.0,2078.0,533.0,53.0,24.480404171773003,0.5100848376602666,48190.99753779423,0.4586105915363216,0.9906427501065672,,0.21230077646097265,10.056603773584905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
CZ0017,Univerzita Tomáše Bati ve Zlíně,2013,CZ,public,uas,CZ07,26801176.52,60857410.73,,61829715.86,375.4,645.68,10829.0,3388.0,406.0,46.0,28.84656366542355,0.5814025523479123,41508.45081154752,0.4403929808796189,0.984274468732776,,0.31286360698125404,8.826086956521738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CZ0018,Veterinární a farmaceutická univerzita Brno,2013,CZ,public,uas,CZ05,21390837.7,52293959.4,,53248170.3,261.75,545.8,2741.0,498.0,242.0,49.0,10.471824259789877,0.4795712715280323,39191.71436423599,0.4090498777570091,0.9820799307351976,,0.18168551623495074,4.938775510204081,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0
CZ0019,Vysoká škola báňská - Technická univerzita Ostrava,2013,CZ,public,uas,CZ08,77274693.23,154881826.49,,156552181.86,873.93,1605.05,17909.0,4817.0,1356.0,140.0,20.49248795670134,0.5444877106632192,48144.726475810734,0.4989267945841875,0.9893303603299904,,0.26897090848176897,9.685714285714283,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,0
CZ0020,Vysoká škola ekonomická v Praze,2013,CZ,public,uas,CZ01,40345595.5,73084076.13,,73089820.3,577.2,912.34,16564.0,4906.0,652.0,82.0,28.697158697158688,0.6326588771729837,44222.105245851315,0.5520435864610826,0.9999214094387368,,0.2961844964984303,7.951219512195122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CZ0021,Vysoká škola chemicko-technologická v Praze,2013,CZ,public,uas,CZ01,35792435.89,74251084.03,,74821438.26,500.23,841.8,3621.0,718.0,807.0,66.0,7.238670211702616,0.5942385364694702,42518.93073176527,0.4820459708781978,0.9923771282233568,,0.1982877658105496,12.227272727272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CZ0022,Vysoká škola polytechnická Jihlava,2013,CZ,public,uni,CZ06,4555265.64,8507485.41,,8596036.12,88.23,148.22,3001.0,549.0,,,34.013374135781476,0.5952637970584267,30733.13749831332,0.5354420748868495,0.9896986577576178,,0.18293902032655784,,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
CZ0023,Vysoká škola technická a ekonomická v Českých Budějovicích,2013,CZ,public,uni,CZ03,4632167.15,7717206.1,,7721677.81,72.31,132.27,3741.0,355.0,,,51.7355829069285,0.5466848113706811,35020.5424510471,0.6002388804932915,0.9994208888132824,,0.09489441325848703,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
CZ0024,Vysoká škola umělecko-průmyslová v Praze,2013,CZ,public,uas,CZ01,4117366.95,8478277.95,,8659914.86,72.59,125.16,463.0,109.0,21.0,5.0,6.378289020526243,0.5799776286353469,32896.82766059444,0.4856371747047997,0.9790255547616321,,0.23542116630669546,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
CZ0025,Vysoké učení technické v Brně,2013,CZ,public,uas,CZ03,113374675.42,230442321.57,,232440590.68,805.59,1640.2,20056.0,5406.0,1862.0,161.0,24.896038927990666,0.4911535178636752,69122.4700768199,0.4919872124511682,0.9914030974359764,,0.2695452732349421,11.565217391304348,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,0,0
CZ0026,Západočeská univerzita v Plzni,2013,CZ,public,uas,CZ03,61525234.39,117647391.31,,117717654.19,660.02,1343.37,12802.0,3234.0,737.0,70.0,19.396381927820368,0.4913166141867096,45799.172521345565,0.5229630143509214,0.9994031236819704,,0.2526167786283393,10.528571428571428,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,2,0,0
CZ0027,"Bankovní institut vysoká škola, a.s.",2013,CZ,private,uni,CZ01,,,,,41.6,79.5,2752.0,1423.0,,,66.15384615384615,0.5232704402515723,,,,,0.517078488372093,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CZ0028,"Evropský polytechnický institut, s.r.o.",2013,CZ,private,uni,CZ07,,,,,27.24,45.91,475.0,230.0,,,17.437591776798826,0.5933347854497931,,,,,0.4842105263157895,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CZ0029,"Vysoká škola hotelová v Praze 8, s.r.o.",2013,CZ,private,uni,CZ01,,,,,55.02,93.92,1751.0,527.0,,,31.824790985096325,0.5858177172061328,,,,,0.3009708737864077,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CZ0030,"Vysoká škola finanční a správní, o.p.s.",2013,CZ,private,uas,CZ01,,,,,111.39,184.94,4588.0,1507.0,20.0,,41.188616572403284,0.6023034497674922,,,,,0.3284655623365301,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CZ0031,"Vysoká škola Karlovy Vary, o.p.s.",2013,CZ,private,uni,CZ04,,,,,,,467.0,199.0,,,,,,,,,0.4261241970021413,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CZ0032,"Vysoká škola podnikání, a.s.",2013,CZ,private,uni,CZ08,,,,,30.03,46.7,1414.0,392.0,,,47.08624708624709,0.6430406852248394,,,,,0.27722772277227725,,0,2,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
CZ0033,ŠKODA AUTO VYSOKÁ ŠKOLA o.p.s.,2013,CZ,private,uni,CZ02,,,,,,,1195.0,128.0,,,,,,,,,0.10711297071129706,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CZ0034,"International  ART CAMPUS Prague, s.r.o.",2013,CZ,private,uni,CZ01,,,,,,,208.0,63.0,,,,,,,,,0.30288461538461536,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CZ0036,"Soukromá vysoká škola ekonomických studií, s.r.o.",2013,CZ,private,uni,CZ02,,,,,18.65,24.82,287.0,107.0,,,15.388739946380696,0.7514101531023367,,,,,0.3728222996515679,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CZ0037,"Vysoká škola obchodní v Praze, o.p.s.",2013,CZ,private,uni,CZ01,,,,,,,3261.0,1077.0,,,,,,,,,0.33026678932842685,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CZ0038,"Akademie STING, o.p.s.",2013,CZ,private,uni,CZ06,,,,,18.14,31.4,707.0,461.0,,,38.97464167585447,0.5777070063694268,,,,,0.6520509193776519,,0,0,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
CZ0039,"Metropolitní univerzita v Praze, o.p.s.",2013,CZ,private,uas,CZ01,,,,,,,5628.0,1568.0,46.0,0.0,,,,,,,0.27860696517412936,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CZ0040,"Univerzita Jana Amose Komenského Praha, s.r.o.",2013,CZ,private,uas,CZ01,,,,,,,6561.0,3818.0,39.0,5.0,,,,,,,0.5819234872732815,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CZ0041,"Vysoká škola Karla Engliše v Brně, a.s.",2013,CZ,private,uni,CZ03,,,,,,,605.0,260.0,,,,,,,,,0.4297520661157025,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CZ0042,"Anglo-americká vysoká škola, o.p.s.",2013,CZ,private,uni,CZ01,,,,,47.81,47.81,518.0,123.0,,,10.834553440702779,1.0,,,,,0.23745173745173745,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CZ0043,"Pražská vysoká škola psychosociálních studií, s.r.o.",2013,CZ,private,uni,CZ02,,,,,,,372.0,91.0,,,,,,,,,0.2446236559139785,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CZ0044,"Vysoká škola aplikovaného práva, s.r.o.",2013,CZ,private,uni,CZ02,,,,,,,121.0,40.0,,,,,,,,,0.3305785123966942,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CZ0045,"Vysoká škola ekonomie a managementu, o.p.s.",2013,CZ,private,uni,CZ01,,,,,,,2315.0,168.0,,,,,,,,,0.07257019438444924,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CZ0046,"University of New York in Prague, s.r.o.",2013,CZ,private,uni,CZ01,,,,,20.0,50.0,547.0,105.0,,,27.35,0.4,,,,,0.1919561243144424,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CZ0047,"Vysoká škola manažerské informatiky, ekonomiky a práva, a.s.",2013,CZ,private,uni,CZ01,,,,,24.91,35.01,1255.0,217.0,,,50.38137294259335,0.7115109968580406,,,,,0.17290836653386454,,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
CZ0048,"Vysoká škola mezinárodních a veřejných vztahů Praha, o.p.s.",2013,CZ,private,uni,CZ01,,,,,,,1163.0,349.0,,,,,,,,,0.3000859845227859,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CZ0050,"Mezinárodní baptistický teologický seminář Evropské baptistické federace, o.p.s.",2013,CZ,private,uni,CZ01,,,,,,,9.0,7.0,,,,,,,,,0.7777777777777778,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CZ0051,"Západomoravská vysoká škola Třebíč, o.p.s.",2013,CZ,private,uni,CZ06,,,,,14.2,23.58,241.0,178.0,,,16.971830985915492,0.6022052586938084,,,,,0.7385892116182573,,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
CZ0052,"Academia Rerum Civilium - Vysoká škola politických a společenských věd, s.r.o.",2013,CZ,private,uni,CZ02,,,,,,,240.0,69.0,,,,,,,,,0.2875,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CZ0053,"Vysoká škola evropských a regionálních studií, o.p.s.",2013,CZ,private,uni,CZ03,,,,,,,434.0,162.0,,,,,,,,,0.3732718894009217,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CZ0055,"Vysoká škola regionálního rozvoje, s.r.o.",2013,CZ,private,uni,CZ01,,,,,13.84,18.5,202.0,172.0,,,14.595375722543352,0.7481081081081081,,,,,0.8514851485148515,,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CZ0056,"Filmová akademi Miroslava Ondříčka v Písku, o.p.s.",2013,CZ,private,uni,CZ03,,,,,,,174.0,64.0,,,,,,,,,0.3678160919540229,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CZ0057,"Vysoká škola tělesné výchovy a sportu Palestra, s.r.o.",2013,CZ,private,uni,CZ03,,,,,,,434.0,119.0,,,,,,,,,0.27419354838709675,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CZ0058,"NEWTON College, a.s.",2013,CZ,private,uni,CZ06,,,,,,,496.0,52.0,,,,,,,,,0.10483870967741936,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CZ0059,"Vysoká škola logistiky, o.p.s.",2013,CZ,private,uni,CZ07,,,,,26.23,36.54,877.0,284.0,,,33.434998093785744,0.7178434592227696,,,,,0.3238312428734322,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CZ0060,"Vysoká škola zdravotnická, o.p.s.",2013,CZ,private,uni,CZ01,,,,,,,515.0,241.0,,,,,,,,,0.4679611650485437,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CZ0061,"B.I.B.S., a.s.",2013,CZ,private,uni,CZ03,,,,,11.92,38.92,365.0,41.0,,,30.62080536912752,0.30626927029804724,,,,,0.11232876712328768,,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
CZ0062,"Soukromá vysoká škola ekonomická Znojmo, s.r.o.",2013,CZ,private,uni,CZ06,,,,,25.0,35.56,511.0,220.0,,,20.44,0.7030371203599549,,,,,0.4305283757338552,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CZ0063,"Moravská vysoká škola Olomouc, o.p.s.",2013,CZ,private,uni,CZ07,,,,,24.46,48.55,560.0,121.0,,,22.894521668029434,0.5038105046343976,,,,,0.21607142857142853,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CZ0064,"Vysoká škola obchodní a hotelová, s.r.o.",2013,CZ,private,uni,CZ03,,,,,20.19,24.4,385.0,117.0,,,19.068845963348192,0.8274590163934428,,,,,0.3038961038961039,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
CZ0065,"CEVRO Institut, o.p.s.",2013,CZ,private,uni,CZ01,,,,,,,830.0,169.0,,,,,,,,,0.2036144578313253,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CZ0066,Unicorn College s.r.o.,2013,CZ,private,uni,CZ01,,,,,,,364.0,34.0,,,,,,,,,0.0934065934065934,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CZ0068,Vysoká škola realitní - Institut Franka Dysona s.r.o.,2013,CZ,private,uni,CZ03,,,,,,,14.0,13.0,,,,,,,,,0.9285714285714286,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CZ0069,"Vysoká škola sociálně-správní, Institut celoživotního vzdělávání Havířov, o.p.s.",2013,CZ,private,uni,CZ08,,,,,,,253.0,122.0,,,,,,,,,0.4822134387351778,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CZ0071,"AKCENT College, s.r.o.",2013,CZ,private,uni,CZ01,,,,,8.5,11.25,113.0,4.0,,,13.294117647058822,0.7555555555555555,,,,,0.035398230088495575,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CZ0072,Policejní akademie České republiky v Praze,2013,CZ,public,uas,CZ02,,,,,,,2233.0,832.0,103.0,8.0,,,,,,,0.3725929243170623,12.875,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CZ0073,Univerzita obrany v Brně,2013,CZ,public,uas,CZ06,,,,,,,1705.0,446.0,263.0,36.0,,,,,,,0.26158357771261,7.305555555555554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CZ0074,"ARCHIP, s.r.o.",2013,CZ,private,uni,CZ01,,,,,,,43.0,0.0,,,,,,,,,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CZ0075,"Vysoká škola aplikované psychologie, s.r.o.",2013,CZ,private,uni,CZ04,,,,,,10.0,43.0,0.0,,,,,,,,,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE0001,Albert-Ludwigs-Universität Freiburg,2013,DE,public,uas,DE13,196583881.43,278748406.91,,315875256.67,4394.0,11601.0,22755.0,3822.0,1402.0,812.0,5.1786527082385065,0.3787604516851996,16945.42551762779,0.7052376858730224,0.8824635707418292,,0.16796308503625576,1.7266009852216748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE0002,Ruprecht-Karls-Universität Heidelberg,2013,DE,public,uas,DE12,207495745.45,300952440.59,,338799964.92,5252.0,12822.0,27399.0,4287.0,2935.0,1238.0,5.216869763899467,0.4096084854156918,16182.7909413508,0.689463574520999,0.8882894679787323,,0.15646556443665827,2.3707592891760907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE0003,Universität Hohenheim,2013,DE,public,uas,DE11,89682545.72,129670913.0,,137915698.62,761.0,1724.0,9238.0,2090.0,442.0,137.0,12.13929040735874,0.441415313225058,52020.038120649646,0.6916165209695101,0.9402186574661314,,0.2262394457674821,3.2262773722627736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE0004,Karlsruher Institut für Technologie (KIT) - Bereich Hochschule,2013,DE,public,uas,DE12,259485201.97,360935155.04,,410210282.78,2965.0,4625.0,23066.0,3911.0,880.0,464.0,7.7794266441821245,0.6410810810810811,56104.908534054055,0.7189247108424309,0.8798783701713623,,0.16955692361050895,1.8965517241379308,0,0,0,0,0,0,2,1,0,0,0,2,2,0,0,0,0,0,0,0
DE0005,Universität Konstanz,2013,DE,public,uas,DE13,108110758.67,146222092.77,,172947494.0,1047.0,1805.0,10711.0,1558.0,699.0,287.0,10.23018147086915,0.5800554016620498,59895.157157894726,0.7393599463800097,0.8454710119708355,,0.14545794043506674,2.4355400696864122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE0006,Universität Mannheim,2013,DE,public,uas,DE12,75297924.86,103389557.01,,107991079.47,956.0,1409.0,11503.0,2303.0,232.0,109.0,12.032426778242678,0.6784953867991483,53440.684783534416,0.7282933309475063,0.9573897910588226,,0.2002086412240285,2.1284403669724767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
DE0007,Universität Stuttgart,2013,DE,public,uas,DE11,277247385.93,371209937.72,,443720012.89,3207.0,4880.0,24308.0,3274.0,1744.0,459.0,7.579669473027753,0.657172131147541,56812.988920081974,0.7468749021992104,0.8365859707392204,,0.13468816850419615,3.7995642701525054,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0
DE0008,Eberhard Karls Universität Tübingen,2013,DE,public,uas,DE14,167092215.15,239094871.41,,272381053.59,3760.0,9835.0,25402.0,3983.0,2035.0,693.0,6.755851063829787,0.3823080833756991,16989.549074733095,0.6988531964931619,0.8777955304112164,,0.15679867726950633,2.9365079365079363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
