ETER ID,Institution Name,Reference year,Country Code,Legal status,Institution Category standardized,Region of establishment (NUTS 2),Personnel expenditure (PPP),Total Current expenditure (PPP),Basic government allocation (PPP),Total Current revenues (PPP),Total academic staff (FTE),Total staff (FTE),Total students enrolled ISCED 5-7,Total graduates ISCED 5-7,Total students enrolled at ISCED 8,Total graduates at ISCED 8,R_1,R_2,R_3,R_4,R_5,R_6,R_7,R_8,Target,Flag Total Students ISCED 5-7,Flag Total Students ISCED 5,Flag Total Students ISCED 6,Flag Total Students ISCED 7,Flag Total Students ISCED 7 long degree,Flag Total Students ISCED 8,Flag Total Graduates ISCED 5-7,Flag Total Graduates ISCED 5,Flag Total Graduates ISCED 6,Flag Total Graduates ISCED 7,Flag Total Graduates ISCED 7 long degree,Flag Total Graduates ISCED 8,Flag Total Staff FTE,Flag Total Staff HC,Flag Academic Staff FTE,Flag Academic Staff HC,Flag Non-Academic Staff FTE,Flag Total current revenues (NC),Flag Total current expenditures (NC)
PL0120,Państwowa Wyższa Szkoła Zawodowa im. prof. Edwarda F. Szczepaniaka w Suwałkach,2011,PL,public,uni,PL84,,5763513.8,3746723.61,7165054.64,125.0,187.0,2292.0,593.0,,,18.336,0.6684491978609626,,,0.8043921630163591,0.5229162648786165,0.2587260034904014,,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
PL0121,Państwowa Wyższa Szkoła Zawodowa w Tarnowie,2011,PL,public,uni,PL21,,14361679.86,12297031.36,16145082.28,307.0,429.0,4439.0,1329.0,,,14.459283387622152,0.7156177156177156,,,0.8895389698812981,0.7616580173910392,0.29939175489975217,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
PL0122,Państwowa Wyższa Szkoła Zawodowa w Wałczu,2011,PL,public,uni,PL42,,3087970.52,1734539.21,2065862.75,51.0,69.0,537.0,114.0,,,10.529411764705884,0.7391304347826086,,,1.4947607337418714,0.8396197714489987,0.2122905027932961,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL0123,Państwowa Wyższa Szkoła Zawodowa im. Szymona Szymonowica w Zamościu,2011,PL,public,uni,PL81,,4083657.83,2485533.64,5925344.39,65.0,101.0,1050.0,259.0,,,16.153846153846153,0.6435643564356436,,,0.689184891411856,0.4194749665850225,0.2466666666666667,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
PL0124,Państwowa Wyższa Szkoła Zawodowa we Włocławku,2011,PL,public,uni,PL61,,4713813.17,3998032.07,5580161.62,96.0,146.0,1892.0,508.0,,,19.70833333333333,0.6575342465753424,,,0.8447449179796337,0.7164724504879125,0.2684989429175476,,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
PL0125,Uniwersytet Papieski Jana Pawła II w Krakowie,2011,PL,private,uas,PL21,,,,,241.0,354.0,2897.0,809.0,399.0,22.0,12.020746887966805,0.6807909604519774,,,,,0.2792544011045909,18.13636363636364,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL0126,Papieski Wydział Teologiczny w Warszawie im. św. Jana Chrzciciela,2011,PL,private,uas,PL91,,,,,200.0,294.0,804.0,146.0,13.0,17.0,4.02,0.6802721088435374,,,,,0.18159203980099506,0.7647058823529411,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0
PL0128,Papieski Wydział Teologiczny we Wrocławiu,2011,PL,private,uas,PL51,,,,,48.0,71.0,1097.0,206.0,235.0,56.0,22.85416666666667,0.676056338028169,,,,,0.1877848678213309,4.196428571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL0130,Podhalańska Państwowa Wyższa Szkoła Zawodowa w Nowym Targu,2011,PL,public,uni,PL21,,5161411.88,4324079.89,6068626.22,136.0,191.0,2198.0,761.0,,,16.161764705882348,0.7120418848167539,,,0.8505074613081047,0.7125302718017785,0.34622383985441313,,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
PL0133,Politechnika Białostocka,2011,PL,public,uas,PL84,,53644014.57,34837331.99,53614705.02,687.0,1326.0,14035.0,3834.0,130.0,16.0,20.429403202328967,0.5180995475113123,,,1.000546669985204,0.6497719604538449,0.2731742073387959,8.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL0134,Politechnika Częstochowska,2011,PL,public,uas,PL22,,62189423.44,37576560.73,63148473.81,824.0,1406.0,11870.0,3407.0,377.0,28.0,14.405339805825243,0.5860597439544808,,,0.9848127704101672,0.5950509721432015,0.2870261162594777,13.464285714285715,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL0135,Politechnika Gdańska,2011,PL,public,uas,PL63,,137329481.22,79175647.95,135871163.59,1183.0,2576.0,26316.0,6965.0,584.0,52.0,22.245139475908708,0.4592391304347826,,,1.0107330914924713,0.582725913711298,0.26466788265693875,11.230769230769232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL0136,Politechnika Koszalińska,2011,PL,public,uas,PL42,,39986601.35,22906502.53,41964577.31,535.0,957.0,9644.0,2200.0,127.0,14.0,18.026168224299067,0.5590386624869383,,,0.9528655812403796,0.5458532886149545,0.22812111157196185,9.071428571428571,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL0137,Politechnika Krakowska im. Tadeusza Kościuszki,2011,PL,public,uas,PL21,,104199639.91,58584683.67,106123435.08,1188.0,2094.0,18680.0,5687.0,237.0,27.0,15.723905723905725,0.5673352435530086,,,0.9818720985751188,0.5520428510991617,0.3044432548179872,8.777777777777779,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
PL0138,Politechnika Lubelska,2011,PL,public,uas,PL81,,47855797.01,28096428.42,50129338.86,545.0,1119.0,10704.0,2516.0,80.0,6.0,19.640366972477068,0.4870420017873101,,,0.9546464824451506,0.5604787347877662,0.2350523168908819,13.333333333333336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
PL0139,Politechnika Łódzka,2011,PL,public,uas,PL71,,162199472.43,87898170.25,167982121.17,1439.0,2869.0,21398.0,5097.0,633.0,86.0,14.870048644892284,0.5015684907633322,,,0.96557580830791,0.5232590804175282,0.2381998317599776,7.360465116279067,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0
PL0140,Politechnika Opolska,2011,PL,public,uas,PL52,,37503244.99,25358162.71,39925888.71,530.0,959.0,10891.0,3097.0,108.0,25.0,20.549056603773586,0.5526590198123045,,,0.9393214829205992,0.6351308268724571,0.2843632356992012,4.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL0141,Politechnika Poznańska,2011,PL,public,uas,PL41,,120103420.84,69403341.29,128870242.43,1242.0,2175.0,21377.0,5491.0,558.0,53.0,17.211755233494365,0.5710344827586207,,,0.9319717149227684,0.5385521124296686,0.2568648547504327,10.528301886792454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
PL0142,Politechnika Radomska im. Kazimierza Pułaskiego,2011,PL,public,uas,PL92,,32163463.55,21815936.02,31126031.07,509.0,926.0,8429.0,2304.0,34.0,0.0,16.55992141453831,0.5496760259179265,,,1.033330059899603,0.7008903888496953,0.27334203345592595,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL0143,Politechnika Rzeszowska im. Ignacego Łukasiewicza,2011,PL,public,uas,PL82,,76115647.11,38839467.4,67022568.35,726.0,1498.0,17016.0,3891.0,61.0,9.0,23.43801652892562,0.4846461949265688,,,1.1356718935704588,0.5794983444557895,0.22866713681241185,6.777777777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
PL0145,Politechnika Śląska w Gliwicach,2011,PL,public,uas,PL22,,181828497.26,107440187.58,196384080.73,1888.0,3615.0,29749.0,8600.0,684.0,156.0,15.756885593220339,0.522268326417704,,,0.9258820602164192,0.5470921430119119,0.2890853474066355,4.384615384615385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL0146,Politechnika Świętokrzyska w Kielcach,2011,PL,public,uas,PL72,,37098773.19,20607628.86,36002637.86,424.0,871.0,9812.0,2074.0,89.0,0.0,23.141509433962263,0.48679678530424797,,,1.0304459727162891,0.5723921935980054,0.2113738279657562,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
PL0147,Politechnika Warszawska,2011,PL,public,uas,PL91,,278145124.15,142087216.85,278247121.38,2409.0,4755.0,35056.0,7939.0,1037.0,122.0,14.552096305520964,0.5066246056782334,,,0.9996334293433328,0.5106511655728957,0.2264662254678229,8.5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
PL0148,Politechnika Wrocławska,2011,PL,public,uas,PL51,,220294351.63,130571913.08,220915379.14,2010.0,4325.0,34666.0,7778.0,1071.0,98.0,17.246766169154228,0.4647398843930636,,,0.9971888443782521,0.5910494488355792,0.22436969941729648,10.928571428571427,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0
PL0150,Polsko-Japońska Wyższa Szkoła Technik Komputerowych,2011,PL,private,uas,PL91,,,,,171.0,280.0,3868.0,758.0,44.0,0.0,22.619883040935672,0.6107142857142858,,,,,0.19596690796277147,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL0151,Pomorski Uniwersytet Medyczny w Szczecinie,2011,PL,public,uas,PL42,,,,,548.0,957.0,4481.0,1237.0,177.0,11.0,8.177007299270072,0.5726227795193313,,,,,0.2760544521312207,16.09090909090909,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
PL0158,"Prywatna Wyższa Szkoła Businessu, Administracji i Technik Komputerowych",2011,PL,private,uni,PL91,,,,,33.0,43.0,695.0,232.0,,,21.060606060606066,0.7674418604651163,,,,,0.3338129496402878,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL0159,Prywatna Wyższa Szkoła Ochrony Środowiska w Radomiu,2011,PL,private,uni,PL92,,,,,53.0,94.0,1471.0,552.0,,,27.754716981132077,0.5638297872340425,,,,,0.3752549286199864,,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
PL0161,Puławska Szkoła Wyższa w Puławach,2011,PL,private,uni,PL81,,,,,34.0,47.0,584.0,178.0,,,17.176470588235293,0.7234042553191491,,,,,0.3047945205479452,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL0162,Radomska Szkoła Wyższa,2011,PL,private,uni,PL92,,,,,38.0,45.0,1083.0,718.0,,,28.5,0.8444444444444444,,,,,0.6629732225300092,,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0
PL0165,Sopocka Szkoła Wyższa,2011,PL,private,uni,PL63,,,,,58.0,86.0,1520.0,572.0,,,26.20689655172414,0.6744186046511628,,,,,0.3763157894736842,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
PL0166,Społeczna Wyższa Szkoła Przedsiębiorczości i Zarządzania w Łodzi,2011,PL,private,uas,PL71,,,,,354.0,510.0,17248.0,4614.0,0.0,0.0,48.72316384180791,0.6941176470588235,,,,,0.2675092764378479,,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0
PL0168,Szczecińska Szkoła Wyższa Collegium Balticum,2011,PL,private,uni,PL42,,,,,78.0,124.0,3271.0,928.0,,,41.93589743589744,0.6290322580645161,,,,,0.2837052889024763,,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,2,0,0
PL0169,Szkoła Główna Gospodarstwa Wiejskiego,2011,PL,public,uas,PL91,,132070510.4,69651174.48,126961311.39,1313.0,2691.0,26635.0,7773.0,510.0,132.0,20.28560548362529,0.4879227053140097,,,1.0402421726277349,0.5486015678118304,0.2918340529378637,3.8636363636363638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL0170,Szkoła Główna Handlowa w Warszawie,2011,PL,public,uas,PL91,,71161495.62,35260771.26,75530042.29,776.0,1299.0,14541.0,6377.0,1318.0,320.0,18.73840206185567,0.5973826020015397,,,0.9421614692968552,0.4668443203648046,0.4385530568736676,4.11875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL0171,Szkoła Główna Służby Pożarniczej,2011,PL,public,uni,PL91,,,,,141.0,351.0,2417.0,897.0,,,17.141843971631207,0.4017094017094017,,,,,0.37112122465866776,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL0172,Szkoła Wyższa im. Bogdana Jańskiego w Warszawie,2011,PL,private,uni,PL91,,,,,205.0,286.0,5132.0,1738.0,,,25.03414634146341,0.7167832167832168,,,,,0.3386593920498831,,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,2,0,0
PL0173,Szkoła Wyższa im. Pawła Włodkowica w Płocku,2011,PL,private,uni,PL92,,,,,110.0,192.0,6885.0,3494.0,,,62.59090909090909,0.5729166666666666,,,,,0.5074800290486565,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL0175,Szkoła Wyższa Psychologii Społecznej w Warszawie,2011,PL,private,uas,PL91,,,,,393.0,645.0,13859.0,3234.0,251.0,,35.264631043257,0.6093023255813953,,,,,0.2333501695649037,,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
PL0178,Śląska Wyższa Szkoła Informatyczno-Medyczna w Chorzowie,2011,PL,private,uni,PL22,,,,,47.0,60.0,707.0,269.0,,,15.042553191489361,0.7833333333333333,,,,,0.3804809052333805,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL0179,Śląska Wyższa Szkoła Zarządzania im. Generała Jerzego Ziętka w Katowicach,2011,PL,private,uni,PL22,,,,,96.0,138.0,2665.0,1073.0,,,27.76041666666667,0.6956521739130435,,,,,0.4026266416510319,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL0180,Śląski Uniwersytet Medyczny w Katowicach,2011,PL,public,uas,PL22,,,,,1215.0,2227.0,8755.0,2129.0,307.0,35.0,7.205761316872428,0.5455770094297261,,,,,0.2431753283837807,8.771428571428572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL0182,Toruńska Szkoła Wyższa,2011,PL,private,uni,PL61,,,,,36.0,46.0,1068.0,262.0,,,29.66666666666667,0.7826086956521741,,,,,0.2453183520599251,,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
PL0183,Uczelnia Warszawska im. Marii Skłodowskiej-Curie,2011,PL,private,uni,PL91,,,,,74.0,98.0,5611.0,1961.0,,,75.82432432432431,0.7551020408163265,,,,,0.3494920691498842,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL0184,Uczelnia Zawodowa Zagłębia Miedziowego w Lubinie,2011,PL,private,uni,PL51,,,,,38.0,61.0,1481.0,375.0,,,38.973684210526315,0.6229508196721312,,,,,0.25320729237002026,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL0185,Uniwersytet Ekonomiczny w Krakowie,2011,PL,public,uas,PL21,,60262529.83,31453418.75,56428589.37,725.0,1378.0,23424.0,7771.0,276.0,53.0,32.308965517241376,0.5261248185776488,,,1.067943227055722,0.5574021803692663,0.3317537568306011,5.2075471698113205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL0186,Uniwersytet Ekonomiczny w Poznaniu,2011,PL,public,uas,PL41,,50012561.24,25932964.87,52769375.71,547.0,1033.0,13842.0,5987.0,597.0,104.0,25.30530164533821,0.5295256534365924,,,0.9477573036840462,0.4914396754003213,0.4325242017049559,5.740384615384616,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
PL0187,Uniwersytet Ekonomiczny we Wrocławiu,2011,PL,public,uas,PL51,,58413515.89,31008416.03,62080978.1,719.0,1388.0,18266.0,6708.0,607.0,53.0,25.40472878998609,0.5180115273775217,,,0.9409245420699968,0.499483367998031,0.3672396802803022,11.452830188679245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL0188,Uniwersytet Gdański,2011,PL,public,uas,PL63,,124110455.14,76996399.11,122061173.22,1680.0,3145.0,31422.0,9949.0,1290.0,118.0,18.70357142857143,0.5341812400635929,,,1.0167889744620628,0.6308017289922621,0.316625294379734,10.932203389830509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL0189,Uniwersytet im. Jana Kochanowskiego w Kielcach,2011,PL,public,uas,PL72,,59426788.93,37044424.9,59346815.73,952.0,1738.0,19269.0,7730.0,73.0,0.0,20.240546218487395,0.5477560414269275,,,1.0013475567141437,0.624202401499259,0.4011624889719238,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL0190,Uniwersytet im. Adama Mickiewicza w Poznaniu,2011,PL,public,uas,PL41,,216067077.0,136030775.03,217103672.07,2948.0,5066.0,46115.0,13277.0,1424.0,232.0,15.642808683853461,0.5819186735096723,,,0.9952253452918762,0.6265705859923921,0.2879106581372655,6.137931034482759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
PL0191,Uniwersytet Jagielloński w Krakowie,2011,PL,public,uas,PL21,,333851274.97,194564501.95,356481430.31,3798.0,7050.0,48660.0,12730.0,2941.0,205.0,12.812006319115325,0.5387234042553192,,,0.9365179966868946,0.5457914084916139,0.2616111796136457,14.346341463414635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PL0192,Uniwersytet Kardynała Stefana Wyszyńskiego w Warszawie,2011,PL,public,uas,PL91,,46285642.51,31382908.34,43370723.95,797.0,1160.0,18055.0,4337.0,859.0,97.0,22.653701380175658,0.6870689655172414,,,1.0672093590911802,0.7235965988527152,0.2402104680144005,8.855670103092784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL0193,Uniwersytet Kazimierza Wielkiego w Bydgoszczy,2011,PL,public,uas,PL61,,42186492.48,25822132.9,38657538.84,649.0,1153.0,15123.0,5297.0,127.0,,23.30200308166409,0.5628794449262793,,,1.0912875921720209,0.6679714662352261,0.3502611915625207,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL0194,Uniwersytet Łódzki,2011,PL,public,uas,PL71,,158633337.52,97251852.78,166313026.0,2329.0,3859.0,45226.0,12727.0,1305.0,153.0,19.41863460712752,0.6035242290748899,,,0.9538238906193676,0.5847518689245664,0.2814089240702251,8.529411764705884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL0195,Uniwersytet Marii Curie-Skłodowskiej w Lublinie,2011,PL,public,uas,PL81,,109569568.31,75051836.03,112189884.02,1832.0,3159.0,27413.0,10335.0,780.0,129.0,14.963427947598252,0.5799303577081355,,,0.9766439217502634,0.6689715092014943,0.3770109072337942,6.046511627906978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL0196,Uniwersytet Medyczny im. Karola Marcinkowskiego w Poznaniu,2011,PL,public,uas,PL41,,,,,1320.0,2374.0,8416.0,2211.0,175.0,20.0,6.375757575757576,0.5560235888795282,,,,,0.2627138783269962,8.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL0197,Uniwersytet Medyczny w Białymstoku,2011,PL,public,uas,PL84,,,,,766.0,1293.0,4762.0,1191.0,92.0,11.0,6.216710182767624,0.5924207269914926,,,,,0.250104997900042,8.363636363636363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL0198,Uniwersytet Medyczny w Łodzi,2011,PL,public,uas,PL71,,,,,1461.0,2286.0,8345.0,2063.0,907.0,0.0,5.7118412046543465,0.6391076115485564,,,,,0.24721390053924505,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL0199,Uniwersytet Mikołaja Kopernika w Toruniu,2011,PL,public,uas,PL61,,115095256.04,101408617.01,152330695.47,2102.0,4117.0,32294.0,9229.0,874.0,166.0,15.363463368220742,0.5105659460772407,,,0.7555618103422029,0.6657136087845894,0.2857806403666316,5.265060240963855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PL0200,Uniwersytet Muzyczny Fryderyka Chopina,2011,PL,public,uas,PL91,,,,,368.0,548.0,994.0,312.0,0.0,0.0,2.7010869565217392,0.6715328467153284,,,,,0.3138832997987928,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PL0201,Uniwersytet Opolski,2011,PL,public,uas,PL52,,59764267.47,31789515.55,54251308.46,775.0,1331.0,16292.0,5550.0,280.0,42.0,21.02193548387097,0.5822689706987227,,,1.1016189132851009,0.5859677204548662,0.3406579916523447,6.666666666666668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL0202,Uniwersytet Pedagogiczny im. Komisji Edukacji Narodowej w Krakowie,2011,PL,public,uas,PL21,,47094167.4,31472134.99,48088054.26,826.0,1330.0,19333.0,6282.0,233.0,44.0,23.405569007263928,0.6210526315789474,,,0.9793319385594954,0.6544688795233446,0.32493663683856616,5.295454545454546,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
PL0203,Uniwersytet Przyrodniczy w Lublinie,2011,PL,public,uas,PL81,,56900724.36,39522128.71,52372775.61,781.0,1623.0,10967.0,2933.0,107.0,21.0,14.042253521126757,0.4812076401725201,,,1.0864561539323006,0.7546311657091874,0.2674386796753898,5.095238095238095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL0204,Uniwersytet Przyrodniczy w Poznaniu,2011,PL,public,uas,PL41,,87741489.76,44843821.97,81189214.09,847.0,1592.0,12024.0,3382.0,256.0,37.0,14.195985832349468,0.532035175879397,,,1.080703770118241,0.552337185088276,0.2812707917498337,6.918918918918918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
PL0205,Uniwersytet Przyrodniczy we Wrocławiu,2011,PL,public,uas,PL51,,70994849.89,42067956.29,69495080.18,712.0,1574.0,12280.0,3073.0,241.0,74.0,17.247191011235955,0.4523506988564168,,,1.0215809479766829,0.6053371861869833,0.2502442996742671,3.256756756756757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
PL0206,Uniwersytet Rolniczy im. Hugona Kołłątaja w Krakowie,2011,PL,public,uas,PL21,,63038562.99,45892643.3,64004396.43,765.0,1449.0,12406.0,3461.0,253.0,32.0,16.216993464052287,0.5279503105590062,,,0.9849098891033792,0.7170232962073414,0.2789779139126229,7.90625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL0207,Uniwersytet Rzeszowski,2011,PL,public,uas,PL82,,74081145.58,43988778.63,79853619.73,1258.0,2022.0,22683.0,7967.0,333.0,60.0,18.03100158982512,0.6221562809099901,,,0.9277118035535794,0.5508676848805887,0.35123220032623553,5.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PL0208,Uniwersytet Szczeciński,2011,PL,public,uas,PL42,,81084034.67,48522296.19,80611020.39,1259.0,2206.0,24785.0,8070.0,522.0,62.0,19.686258935663226,0.5707162284678149,,,1.005867861214404,0.6019312986642122,0.32560016138793624,8.419354838709678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
PL0209,Uniwersytet Śląski w Katowicach,2011,PL,public,uas,PL22,,142809529.79,86535066.78,152807268.77,1956.0,3290.0,32635.0,8873.0,1558.0,123.0,16.684560327198366,0.5945288753799393,,,0.9345728834729174,0.5663020318113889,0.27188601195036005,12.666666666666664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL0210,Uniwersytet Technologiczno-Przyrodniczy im. Jana i Jędrzeja Śniadeckich w Bydgoszczy,2011,PL,public,uas,PL61,,48828874.09,30645689.4,47472218.73,667.0,1224.0,9522.0,2453.0,134.0,12.0,14.275862068965518,0.5449346405228758,,,1.028577879785144,0.6455499704848112,0.2576139466498635,11.166666666666664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL0211,Uniwersytet w Białymstoku,2011,PL,public,uas,PL84,,54071515.3,29903948.42,57272034.5,883.0,1490.0,16978.0,5606.0,321.0,38.0,19.22763306908267,0.5926174496644295,,,0.9441172427705532,0.5221387485370369,0.3301920131935446,8.447368421052632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL0212,Uniwersytet Warmińsko-Mazurski w Olsztynie,2011,PL,public,uas,PL62,,157371770.72,92507557.68,151545199.51,1988.0,3401.0,34464.0,10638.0,537.0,45.0,17.336016096579474,0.5845339605998235,,,1.0384477451535212,0.610428822418065,0.3086699164345404,11.933333333333335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
PL0213,Uniwersytet Warszawski,2011,PL,public,uas,PL91,,431854875.85,240240673.28,422722019.85,3522.0,6857.0,58601.0,17252.0,3021.0,204.0,16.638557637705848,0.5136357007437655,,,1.0216048740570476,0.5683183321399906,0.29439770652377945,14.808823529411766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
PL0214,Uniwersytet Wrocławski,2011,PL,public,uas,PL51,,158381275.38,101185571.33,163719716.95,1874.0,3391.0,34491.0,10277.0,1529.0,134.0,18.405016008537885,0.5526393394278973,,,0.9673927999055216,0.6180414504436389,0.29796178713287524,11.410447761194026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
PL0215,Uniwersytet Zielonogórski,2011,PL,public,uas,PL43,,57604991.0,40034334.05,58006950.55,914.0,1526.0,16340.0,4826.0,114.0,23.0,17.877461706783365,0.598951507208388,,,0.9930704933428016,0.690164431510527,0.29534883720930233,4.956521739130435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL0216,Wałbrzyska Wyższa Szkoła Zarządzania i Przedsiębiorczości,2011,PL,private,uni,PL51,,,,,51.0,85.0,3069.0,1540.0,,,60.17647058823529,0.6,,,,,0.5017921146953405,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
PL0221,Warszawski Uniwersytet Medyczny,2011,PL,public,uas,PL91,,,,,1519.0,2402.0,9461.0,2342.0,425.0,19.0,6.228439763001975,0.6323896752706079,,,,,0.2475425430715569,22.36842105263158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL0224,Wielkopolska Wyższa Szkoła Społeczno-Ekonomiczna w Środzie Wielkopolskiej,2011,PL,private,uni,PL41,,,,,49.0,51.0,1708.0,644.0,,,34.857142857142854,0.9607843137254902,,,,,0.3770491803278688,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL0226,Wojskowa Akademia Techniczna im. Jarosława Dąbrowskiego w Warszawie,2011,PL,public,uas,PL91,,,,,781.0,1929.0,8879.0,2127.0,299.0,19.0,11.36875800256082,0.4048729911871436,,,,,0.2395540038292601,15.73684210526316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
